STATION,DATE,TEMP,PRCP,WIND,VISIBILITY,CEILING
USW00023174,2023-03-20,47.3,0.0,2.2,2.5,26635
USW00023174,2023-03-21,46.5,0.12,4.5,5.9,13979
USW00023174,2023-03-22,59.3,0.01,9.5,7.1,29220
USW00023174,2023-03-23,44.6,0.08,8.4,7.6,6697
USW00023174,2023-03-24,52.3,0.15,11.9,8.6,15074
USW00023174,2023-03-25,81.5,0.1,0.9,6.3,29331
USW00023174,2023-03-26,79.6,0.03,13.4,6.9,27872
USW00023174,2023-03-27,50.8,0.01,13.9,10.0,23482
USW00023174,2023-03-28,64.5,0.1,2.3,3.4,10629
USW00023174,2023-03-29,47.4,0.38,19.7,5.5,10357
USW00023174,2023-03-30,80.0,0.09,13.0,10.0,13857
USW00023174,2023-03-31,61.6,0.08,5.4,7.9,26754
USW00023174,2023-04-01,58.1,0.02,6.2,4.4,16131
USW00023174,2023-04-02,54.8,0.03,18.0,7.3,21792
USW00023174,2023-04-03,46.5,0.02,0.7,7.6,27101
USW00023174,2023-04-04,62.3,0.07,7.8,5.8,10966
USW00023174,2023-04-05,57.6,0.2,6.1,10.0,12233
USW00023174,2023-04-06,59.2,0.01,6.4,10.0,24015
USW00023174,2023-04-07,61.4,0.03,5.1,10.0,11582
USW00023174,2023-04-08,62.9,0.05,8.6,6.1,30050
USW00023174,2023-04-09,66.8,0.07,14.3,10.0,26881
USW00023174,2023-04-10,84.6,0.06,10.9,5.8,25269
USW00023174,2023-04-11,43.3,0.02,1.8,7.3,21242
USW00023174,2023-04-12,49.2,0.06,5.7,9.8,7682
USW00023174,2023-04-13,60.0,0.2,7.1,5.3,52
USW00023174,2023-04-14,74.7,0.03,29.7,9.0,25383
USW00023174,2023-04-15,56.9,0.21,4.8,6.0,22518
USW00023174,2023-04-16,65.7,0.42,8.8,4.9,14170
USW00023174,2023-04-17,54.8,0.07,7.9,8.2,32925
USW00023174,2023-04-18,66.7,0.06,3.0,6.4,17825
USW00023174,2023-04-19,70.8,0.02,6.8,10.0,24107
USW00023174,2023-04-20,53.2,0.1,3.0,4.0,17584
USW00023174,2023-04-21,75.9,0.02,5.0,9.0,16468
USW00023174,2023-04-22,79.4,0.1,17.0,10.0,24211
USW00023174,2023-04-23,64.8,0.28,8.2,5.6,28352
USW00023174,2023-04-24,61.1,0.14,15.7,6.3,23561
USW00023174,2023-04-25,62.7,0.03,23.8,9.8,21453
USW00023174,2023-04-26,54.2,0.17,5.1,7.2,29483
USW00023174,2023-04-27,47.8,0.04,4.5,8.1,2229
USW00023174,2023-04-28,73.9,0.04,13.8,9.0,51536
USW00023174,2023-04-29,85.5,0.01,25.6,9.3,15777
USW00023174,2023-04-30,26.1,0.19,6.3,10.0,-3606
USW00023174,2023-05-01,55.3,0.16,10.7,10.0,24517
USW00023174,2023-05-02,70.3,0.01,18.7,5.3,18868
USW00023174,2023-05-03,49.0,0.3,3.3,5.5,16566
USW00023174,2023-05-04,61.9,0.07,5.8,10.0,13835
USW00023174,2023-05-05,63.1,0.23,19.1,4.1,16034
USW00023174,2023-05-06,41.1,0.02,13.9,6.4,28619
USW00023174,2023-05-07,65.0,0.15,4.0,4.0,19492
USW00023174,2023-05-08,57.0,0.05,25.9,8.8,25317
USW00023174,2023-05-09,62.4,0.0,8.6,10.0,21348
USW00023174,2023-05-10,66.4,0.01,6.3,9.7,32888
USW00023174,2023-05-11,47.9,0.03,3.2,6.5,14900
USW00023174,2023-05-12,62.5,0.04,6.7,10.0,15073
USW00023174,2023-05-13,65.2,0.18,17.2,10.0,37741
USW00023174,2023-05-14,62.7,0.01,2.5,6.3,22821
USW00023174,2023-05-15,44.9,0.04,13.6,6.4,26144
USW00023174,2023-05-16,67.3,0.0,15.5,10.0,18171
USW00023174,2023-05-17,56.9,0.12,12.1,8.6,27014
USW00023174,2023-05-18,47.5,0.01,4.8,3.4,26010
USW00023174,2023-05-19,54.2,0.41,11.5,9.5,26949
USW00023174,2023-05-20,62.9,0.0,10.2,9.7,13115
USW00023174,2023-05-21,47.4,0.01,6.6,9.3,18689
USW00023174,2023-05-22,66.0,0.01,17.9,6.8,22987
USW00023174,2023-05-23,66.0,0.04,12.0,10.0,41834
USW00023174,2023-05-24,68.1,0.05,3.7,9.1,10404
USW00023174,2023-05-25,64.0,0.15,8.5,6.3,24310
USW00023174,2023-05-26,48.6,0.17,4.6,2.2,11941
USW00023174,2023-05-27,58.6,0.28,8.7,10.0,17835
USW00023174,2023-05-28,53.1,0.06,5.9,2.3,27943
USW00023174,2023-05-29,51.0,0.15,8.9,9.6,8894
USW00023174,2023-05-30,61.9,0.01,4.6,8.9,13520
USW00023174,2023-05-31,57.2,0.01,36.6,7.3,36672
USW00094846,2023-03-01,58.5,0.13,5.3,9.1,25222
USW00094846,2023-03-02,63.1,0.09,7.8,10.0,22019
USW00094846,2023-03-03,75.3,0.1,9.2,4.7,-801
USW00094846,2023-03-04,56.0,0.02,8.4,5.8,32799
USW00094846,2023-03-05,50.8,0.03,24.9,7.6,18202
USW00094846,2023-03-06,70.2,0.03,2.7,3.9,12412
USW00094846,2023-03-07,92.0,0.01,3.8,6.7,30756
USW00094846,2023-03-08,52.5,0.2,6.0,3.0,2387
USW00094846,2023-03-09,71.1,0.05,4.6,6.5,20674
USW00094846,2023-03-10,73.3,0.1,12.3,6.2,30827
USW00094846,2023-03-11,41.2,0.07,13.1,6.3,19670
USW00094846,2023-03-12,69.8,0.4,2.1,10.0,39958
USW00094846,2023-03-13,53.4,0.0,6.3,6.6,4697
USW00094846,2023-03-14,73.3,0.01,8.4,7.4,12934
USW00094846,2023-03-15,69.8,0.06,11.9,6.9,22885
USW00094846,2023-03-16,56.0,0.02,29.5,9.8,5481
USW00094846,2023-03-17,52.0,0.03,2.2,8.0,15757
USW00094846,2023-03-18,74.1,0.13,10.6,5.6,18561
USW00094846,2023-03-19,29.0,0.19,2.7,10.0,24100
USW00094846,2023-03-20,49.1,0.08,8.2,8.7,31391
USW00094846,2023-03-21,36.6,0.21,3.6,5.6,20732
USW00094846,2023-03-22,45.6,0.02,12.8,3.8,20836
USW00094846,2023-03-23,64.9,0.08,6.1,3.7,17331
USW00094846,2023-03-24,44.9,0.11,12.9,4.9,29212
USW00094846,2023-03-25,61.4,0.1,9.9,10.0,10001
USW00094846,2023-03-26,68.2,0.0,8.1,9.6,16659
USW00094846,2023-03-27,70.6,0.08,11.9,10.0,15679
USW00094846,2023-03-28,72.6,0.0,8.0,10.0,20874
USW00094846,2023-03-29,39.7,0.1,6.3,6.0,-2532
USW00094846,2023-03-30,61.5,0.15,3.9,8.8,17540
USW00094846,2023-03-31,67.0,0.52,12.0,8.5,25291
USW00094846,2023-04-01,67.9,0.06,15.0,10.0,17458
USW00094846,2023-04-02,54.0,0.09,17.4,4.8,3804
USW00094846,2023-04-03,58.1,0.11,5.0,9.6,9523
USW00094846,2023-04-04,54.1,0.11,3.3,6.8,13056
USW00094846,2023-04-05,63.6,0.01,15.5,7.1,23763
USW00094846,2023-04-06,66.2,0.01,6.4,8.1,24654
USW00094846,2023-04-07,43.6,0.16,6.7,9.0,19314
USW00094846,2023-04-08,74.1,0.13,20.7,7.5,21423
USW00094846,2023-04-09,58.0,0.01,4.4,9.1,22277
USW00094846,2023-04-10,57.0,0.1,12.0,7.5,14251
USW00094846,2023-04-11,51.1,0.02,16.5,7.7,10409
USW00094846,2023-04-12,65.9,0.05,2.9,8.5,30816
USW00094846,2023-04-13,73.9,0.03,10.3,9.0,21662
USW00094846,2023-04-14,68.1,0.44,14.5,10.0,4492
USW00094846,2023-04-15,74.6,0.17,24.7,8.5,761
USW00094846,2023-04-16,51.2,0.14,7.7,3.5,30900
USW00094846,2023-04-17,71.5,0.35,1.3,2.6,27883
USW00094846,2023-04-18,36.3,0.14,4.9,5.1,7696
USW00094846,2023-04-19,52.5,0.05,4.9,6.0,27627
USW00094846,2023-04-20,58.9,0.23,25.9,7.8,-1608
USW00094846,2023-04-21,48.1,0.0,16.6,7.5,26202
USW00094846,2023-04-22,65.2,0.03,3.0,3.1,23898
USW00094846,2023-04-23,67.8,0.08,13.8,10.0,27185
USW00094846,2023-04-24,50.7,0.19,4.7,5.4,11506
USW00094846,2023-04-25,69.6,0.03,6.6,7.0,40707
USW00094846,2023-04-26,67.9,0.02,6.4,10.0,15328
USW00094846,2023-04-27,47.2,0.01,10.8,8.2,9879
USW00094846,2023-04-28,71.0,0.05,2.0,8.8,1785
USW00094846,2023-04-29,42.9,0.01,10.6,10.0,11418
USW00094846,2023-04-30,59.3,0.09,4.1,10.0,24371
USW00094846,2023-05-01,71.8,0.12,4.9,7.5,15643
USW00094846,2023-05-02,52.5,0.01,18.0,9.2,14288
USW00094846,2023-05-03,52.5,0.38,2.9,6.7,33366
USW00094846,2023-05-04,70.0,0.17,23.1,10.0,26190
USW00094846,2023-05-05,81.4,0.03,9.6,10.0,19329
USW00094846,2023-05-06,66.5,0.03,5.3,7.4,-4505
USW00094846,2023-05-07,74.8,0.01,10.6,9.3,18029
USW00094846,2023-05-08,62.4,0.02,13.8,8.6,34014
USW00094846,2023-05-09,49.2,0.25,29.7,8.2,31299
USW00094846,2023-05-10,70.2,0.23,11.6,8.4,13284
USW00094846,2023-05-11,87.4,0.11,20.8,9.8,28040
USW00094846,2023-05-12,45.9,0.29,2.5,10.0,22080
USW00094846,2023-05-13,54.7,0.23,2.9,9.2,19787
USW00094846,2023-05-14,80.4,0.01,4.5,10.0,15108
USW00094846,2023-05-15,48.6,0.15,20.3,7.9,10000
USW00094846,2023-05-16,83.8,0.05,6.3,7.9,6061
USW00094846,2023-05-17,40.3,0.02,6.6,8.1,10065
USW00094846,2023-05-18,59.1,0.05,5.2,6.8,5965
USW00094846,2023-05-19,57.8,0.22,1.6,3.3,10520
USW00094846,2023-05-20,48.1,0.1,11.1,6.7,26494
USW00094846,2023-05-21,67.7,0.01,7.6,10.0,20745
USW00094846,2023-05-22,53.7,0.06,20.5,7.8,14510
USW00094846,2023-05-23,69.1,0.32,8.0,3.5,12558
USW00094846,2023-05-24,67.2,0.03,5.1,7.0,22509
USW00094846,2023-05-25,81.6,0.17,11.8,5.8,8505
USW00094846,2023-05-26,78.4,0.21,6.5,10.0,8377
USW00094846,2023-05-27,60.0,0.06,18.5,7.1,27902
USW00094846,2023-05-28,54.1,0.09,14.6,10.0,29503
USW00094846,2023-05-29,63.4,0.26,18.9,10.0,41791
USW00094846,2023-05-30,48.4,0.13,5.1,10.0,16835
USW00094846,2023-05-31,51.3,0.16,6.1,10.0,37661
USW00003927,2023-03-01,48.4,0.08,10.9,1.6,18316
USW00003927,2023-03-02,66.6,0.07,9.2,10.0,9293
USW00003927,2023-03-03,59.6,0.02,7.7,10.0,9032
USW00003927,2023-03-04,66.4,0.3,3.7,10.0,8146
USW00003927,2023-03-05,73.9,0.24,0.6,10.0,16669
USW00003927,2023-03-06,61.1,0.03,4.8,4.0,10066
USW00003927,2023-03-07,44.1,0.02,7.5,10.0,36138
USW00003927,2023-03-08,58.5,0.08,9.6,5.7,26649
USW00003927,2023-03-09,69.4,0.15,3.3,7.5,-262
USW00003927,2023-03-10,65.6,0.17,18.5,10.0,16683
USW00003927,2023-03-11,74.5,0.09,7.5,7.5,31495
USW00003927,2023-03-12,58.4,0.09,7.1,5.1,4053
USW00003927,2023-03-13,64.5,0.11,15.5,10.0,30077
USW00003927,2023-03-14,62.2,0.18,7.9,9.2,15267
USW00003927,2023-03-15,59.4,0.03,10.4,10.0,19732
USW00003927,2023-03-16,72.8,0.21,9.8,1.7,13764
USW00003927,2023-03-17,98.7,0.04,4.9,4.8,19417
USW00003927,2023-03-18,57.5,0.06,1.5,10.0,27205
USW00003927,2023-03-19,47.3,0.24,13.6,5.4,6763
USW00003927,2023-03-20,68.3,0.14,10.1,5.3,42350
USW00003927,2023-03-21,53.2,0.03,2.8,8.3,11579
USW00003927,2023-03-22,76.8,0.26,2.7,10.0,5562
USW00003927,2023-03-23,48.1,0.08,5.6,3.1,-1215
USW00003927,2023-03-24,59.9,0.05,6.3,6.9,15936
USW00003927,2023-03-25,67.6,0.28,30.3,7.1,25869
USW00003927,2023-03-26,61.0,0.44,22.8,8.9,16896
USW00003927,2023-03-27,41.5,0.16,2.6,8.6,36941
USW00003927,2023-03-28,63.2,0.03,6.9,9.1,28265
USW00003927,2023-03-29,66.6,0.14,6.7,6.3,24474
USW00003927,2023-03-30,59.7,0.08,1.3,6.2,25858
USW00003927,2023-03-31,64.4,0.0,9.4,10.0,6973
USW00003927,2023-04-01,55.8,0.01,3.2,10.0,19879
USW00003927,2023-04-02,49.9,0.06,6.8,9.8,28885
USW00003927,2023-04-03,72.8,0.05,21.0,5.6,6746
USW00003927,2023-04-04,73.5,0.07,6.9,6.2,14531
USW00003927,2023-04-05,58.1,0.24,2.3,1.4,24013
USW00003927,2023-04-06,56.3,0.03,10.9,8.7,14408
USW00003927,2023-04-07,64.7,0.11,8.7,3.0,14403
USW00003927,2023-04-08,76.7,0.08,11.2,5.7,13348
USW00003927,2023-04-09,71.0,0.02,30.3,10.0,23989
USW00003927,2023-04-10,53.0,0.11,5.1,9.5,4473
USW00003927,2023-04-11,60.3,0.02,18.0,5.0,26050
USW00003927,2023-04-12,63.3,0.1,12.2,4.3,6814
USW00003927,2023-04-13,60.2,0.13,15.7,7.6,4347
USW00003927,2023-04-14,56.0,0.07,4.6,7.5,8778
USW00003927,2023-04-15,57.5,0.02,7.8,6.6,10216
USW00003927,2023-04-16,51.5,0.05,37.4,9.2,2790
USW00003927,2023-04-17,50.3,0.0,5.0,7.9,23689
USW00003927,2023-04-18,60.3,0.04,11.7,10.0,22638
USW00003927,2023-04-19,71.8,0.03,12.3,6.9,16440
USW00003927,2023-04-20,64.8,0.07,3.1,8.9,27615
USW00003927,2023-04-21,49.5,0.02,4.3,4.7,19224
USW00003927,2023-04-22,48.5,0.05,1.1,6.0,11004
USW00003927,2023-04-23,70.8,0.21,1.8,7.5,19394
USW00003927,2023-04-24,58.5,0.07,21.8,8.3,15987
USW00003927,2023-04-25,63.2,0.15,5.0,10.0,19344
USW00003927,2023-04-26,48.6,0.12,2.8,8.6,19891
USW00003927,2023-04-27,58.5,0.0,4.0,4.5,12018
USW00003927,2023-04-28,70.1,0.07,24.8,2.9,22392
USW00003927,2023-04-29,59.6,0.03,3.5,5.0,31184
USW00003927,2023-04-30,60.9,0.04,5.9,3.2,4855
USW00003927,2023-05-01,52.9,0.01,17.2,7.6,17818
USW00003927,2023-05-02,65.1,0.07,12.3,6.6,32161
USW00003927,2023-05-03,70.6,0.02,11.5,7.1,25960
USW00003927,2023-05-04,60.0,0.03,3.6,9.3,9246
USW00003927,2023-05-05,63.0,0.11,14.6,10.0,19694
USW00003927,2023-05-06,50.5,0.07,9.5,5.9,23255
USW00003927,2023-05-07,65.0,0.06,6.4,5.3,15210
USW00003927,2023-05-08,49.4,0.03,14.9,8.5,24891
USW00003927,2023-05-09,60.3,0.09,17.1,2.7,22228
USW00003927,2023-05-10,65.7,0.02,12.7,7.2,10852
USW00003927,2023-05-11,68.6,0.08,33.6,8.2,16861
USW00003927,2023-05-12,56.9,0.03,18.5,6.8,-6883
USW00003927,2023-05-13,69.4,0.06,18.8,4.6,23545
USW00003927,2023-05-14,62.2,0.32,10.2,10.0,15429
USW00003927,2023-05-15,64.5,0.36,11.9,5.9,30547
USW00003927,2023-05-16,56.6,0.07,15.7,8.2,44872
USW00003927,2023-05-17,85.2,0.22,34.9,6.5,8980
USW00003927,2023-05-18,66.3,0.17,10.2,5.5,10797
USW00003927,2023-05-19,41.8,0.16,10.7,6.5,28276
USW00003927,2023-05-20,51.3,0.09,23.5,8.8,27607
USW00003927,2023-05-21,57.8,0.05,2.8,5.9,31733
USW00003927,2023-05-22,77.6,0.31,9.1,9.4,18494
USW00003927,2023-05-23,50.0,0.13,2.1,8.8,-1259
USW00003927,2023-05-24,81.1,0.4,0.2,10.0,18441
USW00003927,2023-05-25,54.5,0.02,11.1,5.7,13149
USW00003927,2023-05-26,54.0,0.28,11.2,8.0,36987
USW00003927,2023-05-27,55.9,0.08,1.7,6.1,26679
USW00003927,2023-05-28,67.5,0.3,16.3,6.9,15563
USW00003927,2023-05-29,63.8,0.08,5.3,7.0,5582
USW00003927,2023-05-30,86.4,0.12,30.8,7.6,14530
USW00003927,2023-05-31,55.8,0.14,2.0,8.6,925
USW00023062,2023-03-01,59.9,0.19,5.4,3.7,28940
USW00023062,2023-03-02,41.7,0.03,10.0,6.1,35922
USW00023062,2023-03-03,61.2,0.43,11.4,8.9,8614
USW00023062,2023-03-04,41.9,0.0,4.0,4.9,17972
USW00023062,2023-03-05,42.7,0.13,14.2,5.0,9726
USW00023062,2023-03-06,31.3,0.03,11.0,10.0,24640
USW00023062,2023-03-07,42.9,0.27,2.8,10.0,22178
USW00023062,2023-03-08,67.1,0.04,17.4,6.4,14837
USW00023062,2023-03-09,63.1,0.2,23.3,8.3,1968
USW00023062,2023-03-10,53.2,0.13,8.5,4.1,7045
USW00023062,2023-03-11,73.5,0.05,12.9,10.0,24475
USW00023062,2023-03-12,60.2,0.14,14.9,9.6,17822
USW00023062,2023-03-13,59.1,0.02,19.9,10.0,31845
USW00023062,2023-03-14,62.9,0.33,3.5,10.0,16428
USW00023062,2023-03-15,64.9,0.25,6.4,9.2,6430
USW00023062,2023-03-16,57.8,0.05,6.9,2.5,12813
USW00023062,2023-03-17,41.9,0.03,14.6,7.3,20039
USW00023062,2023-03-18,61.6,0.04,22.4,9.3,17698
USW00023062,2023-03-19,79.8,0.08,11.9,4.9,25770
USW00023062,2023-03-20,79.3,0.05,10.0,4.7,18883
USW00023062,2023-03-21,71.0,0.05,9.9,10.0,14121
USW00023062,2023-03-22,65.5,0.02,3.3,8.3,21878
USW00023062,2023-03-23,56.2,0.01,9.7,4.5,33763
USW00023062,2023-03-24,77.3,0.2,3.4,4.5,10050
USW00023062,2023-03-25,52.3,0.27,8.1,8.0,29177
USW00023062,2023-03-26,61.4,0.03,9.4,10.0,11543
USW00023062,2023-03-27,61.2,0.04,1.5,6.8,12419
USW00023062,2023-03-28,82.0,0.03,9.1,10.0,26599
USW00023062,2023-03-29,46.0,0.05,7.8,8.1,39911
USW00023062,2023-03-30,67.6,0.06,16.4,9.3,22981
USW00023062,2023-03-31,50.9,0.07,18.8,10.0,27073
USW00023062,2023-04-01,79.6,0.1,1.1,8.3,14739
USW00023062,2023-04-02,60.0,0.09,18.3,8.7,20001
USW00023062,2023-04-03,59.9,0.03,24.0,7.1,25996
USW00023062,2023-04-04,53.7,0.04,16.0,8.3,10995
USW00023062,2023-04-05,67.8,0.08,2.9,9.5,25911
USW00023062,2023-04-06,48.1,0.07,4.8,6.9,26612
USW00023062,2023-04-07,68.0,0.03,12.2,7.4,13104
USW00023062,2023-04-08,38.3,0.14,6.9,7.3,35823
USW00023062,2023-04-09,61.6,0.06,21.4,5.9,31227
USW00023062,2023-04-10,56.3,0.11,15.0,7.2,4961
USW00023062,2023-04-11,66.5,0.19,13.9,8.8,11097
USW00023062,2023-04-12,52.9,0.09,11.9,7.2,16269
USW00023062,2023-04-13,62.3,0.09,15.2,3.8,30404
USW00023062,2023-04-14,60.3,0.1,9.1,2.1,12659
USW00023062,2023-04-15,83.1,0.03,9.6,4.6,995
USW00023062,2023-04-16,58.9,0.29,5.1,6.7,29918
USW00023062,2023-04-17,61.9,0.06,22.8,2.0,18487
USW00023062,2023-04-18,35.5,0.08,14.6,10.0,32416
USW00023062,2023-04-19,53.8,0.0,11.8,8.0,13020
USW00023062,2023-04-20,72.2,0.57,5.3,6.5,18698
USW00023062,2023-04-21,61.4,0.17,7.0,8.6,8403
USW00023062,2023-04-22,70.9,0.07,7.1,5.2,18174
USW00023062,2023-04-23,63.5,0.05,3.9,10.0,31826
USW00023062,2023-04-24,78.6,0.04,19.1,8.1,30449
USW00023062,2023-04-25,44.7,0.01,18.8,4.9,7446
USW00023062,2023-04-26,60.0,0.05,24.5,3.2,26581
USW00023062,2023-04-27,58.1,0.04,10.3,8.8,11377
USW00023062,2023-04-28,52.2,0.08,10.5,8.2,22626
USW00023062,2023-04-29,74.2,0.03,16.9,8.2,18607
USW00023062,2023-04-30,51.3,0.03,12.1,6.8,12868
USW00023062,2023-05-01,63.8,0.1,10.8,9.7,17508
USW00023062,2023-05-02,62.8,0.13,11.1,10.0,-3007
USW00023062,2023-05-03,45.8,0.17,7.0,10.0,19260
USW00023062,2023-05-04,62.9,0.15,6.0,7.4,15562
USW00023062,2023-05-05,57.6,0.05,9.9,6.5,21498
USW00023062,2023-05-06,55.5,0.02,11.9,6.3,27837
