STATION,DATE,TEMP,PRCP,WIND,VISIBILITY,CEILING
USW00023174,2023-09-01,69.2,0.02,7.7,5.7,20301
USW00023174,2023-09-02,65.8,0.22,13.0,10.0,5446
USW00023174,2023-09-03,56.5,0.13,2.2,10.0,21767
USW00023174,2023-09-04,49.5,0.01,3.0,8.6,24227
USW00023174,2023-09-05,38.4,0.0,10.8,7.6,13283
USW00023174,2023-09-06,59.9,0.03,2.3,7.8,24773
USW00023174,2023-09-07,43.2,0.06,7.5,5.9,16263
USW00023174,2023-09-08,50.1,0.16,10.3,6.7,12412
USW00023174,2023-09-09,45.4,0.08,2.7,10.0,33530
USW00023174,2023-09-10,55.7,0.1,1.8,4.3,9885
USW00023174,2023-09-11,45.4,0.16,1.4,7.6,6641
USW00023174,2023-09-12,63.5,0.09,10.6,6.9,21376
USW00023174,2023-09-13,64.3,0.09,4.0,10.0,10274
USW00023174,2023-09-14,31.9,0.09,24.8,10.0,22348
USW00023174,2023-09-15,51.6,0.34,11.6,8.7,8923
USW00023174,2023-09-16,52.5,0.16,5.6,8.7,21260
USW00023174,2023-09-17,52.5,0.04,3.3,4.5,25203
USW00023174,2023-09-18,57.4,0.11,10.1,7.2,22042
USW00023174,2023-09-19,79.5,0.29,4.4,6.9,24780
USW00023174,2023-09-20,39.2,0.0,2.2,2.5,26635
USW00023174,2023-09-21,38.1,0.12,4.5,5.9,13979
USW00023174,2023-09-22,54.1,0.01,9.5,7.1,29220
USW00023174,2023-09-23,35.7,0.08,8.4,7.6,6697
USW00023174,2023-09-24,45.4,0.15,11.9,8.6,15074
USW00023174,2023-09-25,81.9,0.1,0.9,6.3,29331
USW00023174,2023-09-26,79.5,0.03,13.4,6.9,27872
USW00023174,2023-09-27,43.6,0.01,13.9,10.0,23482
USW00023174,2023-09-28,60.6,0.1,2.3,3.4,10629
USW00023174,2023-09-29,39.3,0.38,19.7,5.5,10357
USW00023174,2023-09-30,80.0,0.09,13.0,10.0,13857
USW00023174,2023-10-01,57.0,0.08,5.4,7.9,26754
USW00023174,2023-10-02,52.6,0.02,6.2,4.4,16131
USW00023174,2023-10-03,48.4,0.03,18.0,7.3,21792
USW00023174,2023-10-04,38.1,0.02,0.7,7.6,27101
USW00023174,2023-10-05,57.9,0.07,7.8,5.8,10966
USW00023174,2023-10-06,52.0,0.2,6.1,10.0,12233
USW00023174,2023-10-07,54.0,0.01,6.4,10.0,24015
USW00023174,2023-10-08,56.8,0.03,5.1,10.0,11582
USW00023174,2023-10-09,58.7,0.05,8.6,6.1,30050
USW00023174,2023-10-10,63.6,0.07,14.3,10.0,26881
USW00023174,2023-10-11,85.8,0.06,10.9,5.8,25269
USW00023174,2023-10-12,34.1,0.02,1.8,7.3,21242
USW00023174,2023-10-13,41.5,0.06,5.7,9.8,7682
USW00023174,2023-10-14,55.0,0.2,7.1,5.3,52
USW00023174,2023-10-15,73.4,0.03,29.7,9.0,25383
USW00023174,2023-10-16,51.1,0.21,4.8,6.0,22518
USW00023174,2023-10-17,62.1,0.42,8.8,4.9,14170
USW00023174,2023-10-18,48.5,0.07,7.9,8.2,32925
USW00023174,2023-10-19,63.4,0.06,3.0,6.4,17825
USW00023174,2023-10-20,68.4,0.02,6.8,10.0,24107
USW00023174,2023-10-21,46.6,0.1,3.0,4.0,17584
USW00023174,2023-10-22,74.9,0.02,5.0,9.0,16468
USW00023174,2023-10-23,79.3,0.1,17.0,10.0,24211
USW00023174,2023-10-24,61.0,0.28,8.2,5.6,28352
USW00023174,2023-10-25,56.4,0.14,15.7,6.3,23561
USW00023174,2023-10-26,58.4,0.03,23.8,9.8,21453
USW00023174,2023-10-27,47.7,0.17,5.1,7.2,29483
USW00023174,2023-10-28,39.7,0.04,4.5,8.1,2229
USW00023174,2023-10-29,72.3,0.04,13.8,9.0,51536
USW00023174,2023-10-30,86.8,0.01,25.6,9.3,15777
USW00023174,2023-10-31,12.6,0.19,6.3,10.0,-3606
USW00023174,2023-11-01,49.1,0.16,10.7,10.0,24517
USW00023174,2023-11-02,67.9,0.01,18.7,5.3,18868
USW00023174,2023-11-03,41.3,0.3,3.3,5.5,16566
USW00023174,2023-11-04,57.4,0.07,5.8,10.0,13835
USW00023174,2023-11-05,58.9,0.23,19.1,4.1,16034
USW00023174,2023-11-06,31.4,0.02,13.9,6.4,28619
USW00023174,2023-11-07,61.2,0.15,4.0,4.0,19492
USW00023174,2023-11-08,51.3,0.05,25.9,8.8,25317
USW00023174,2023-11-09,58.0,0.0,8.6,10.0,21348
USW00023174,2023-11-10,63.1,0.01,6.3,9.7,32888
USW00023174,2023-11-11,39.8,0.03,3.2,6.5,14900
USW00023174,2023-11-12,58.1,0.04,6.7,10.0,15073
USW00023174,2023-11-13,61.5,0.18,17.2,10.0,37741
USW00023174,2023-11-14,58.4,0.01,2.5,6.3,22821
USW00023174,2023-11-15,36.1,0.04,13.6,6.4,26144
USW00023174,2023-11-16,64.1,0.0,15.5,10.0,18171
USW00023174,2023-11-17,51.2,0.12,12.1,8.6,27014
USW00023174,2023-11-18,39.4,0.01,4.8,3.4,26010
USW00023174,2023-11-19,47.8,0.41,11.5,9.5,26949
USW00023174,2023-11-20,58.6,0.0,10.2,9.7,13115
USW00023174,2023-11-21,39.2,0.01,6.6,9.3,18689
USW00023174,2023-11-22,62.5,0.01,17.9,6.8,22987
USW00023174,2023-11-23,62.6,0.04,12.0,10.0,41834
USW00023174,2023-11-24,65.2,0.05,3.7,9.1,10404
USW00023174,2023-11-25,60.0,0.15,8.5,6.3,24310
USW00023174,2023-11-26,40.8,0.17,4.6,2.2,11941
USW00023174,2023-11-27,53.2,0.28,8.7,10.0,17835
USW00023174,2023-11-28,46.3,0.06,5.9,2.3,27943
USW00023174,2023-11-29,43.7,0.15,8.9,9.6,8894
USW00023174,2023-11-30,57.4,0.01,4.6,8.9,13520
USW00094846,2023-09-01,53.2,0.13,5.3,9.1,25222
USW00094846,2023-09-02,58.8,0.09,7.8,10.0,22019
USW00094846,2023-09-03,74.1,0.1,9.2,4.7,-801
USW00094846,2023-09-04,50.0,0.02,8.4,5.8,32799
USW00094846,2023-09-05,43.5,0.03,24.9,7.6,18202
USW00094846,2023-09-06,67.7,0.03,2.7,3.9,12412
USW00094846,2023-09-07,95.0,0.01,3.8,6.7,30756
USW00094846,2023-09-08,45.7,0.2,6.0,3.0,2387
USW00094846,2023-09-09,68.9,0.05,4.6,6.5,20674
USW00094846,2023-09-10,71.6,0.1,12.3,6.2,30827
USW00094846,2023-09-11,31.5,0.07,13.1,6.3,19670
USW00094846,2023-09-12,67.3,0.4,2.1,10.0,39958
USW00094846,2023-09-13,46.7,0.0,6.3,6.6,4697
USW00094846,2023-09-14,71.6,0.01,8.4,7.4,12934
USW00094846,2023-09-15,67.2,0.06,11.9,6.9,22885
USW00094846,2023-09-16,49.9,0.02,29.5,9.8,5481
USW00094846,2023-09-17,45.0,0.03,2.2,8.0,15757
USW00094846,2023-09-18,72.7,0.13,10.6,5.6,18561
USW00094846,2023-09-19,16.2,0.19,2.7,10.0,24100
USW00094846,2023-09-20,41.3,0.08,8.2,8.7,31391
USW00094846,2023-09-21,25.7,0.21,3.6,5.6,20732
USW00094846,2023-09-22,37.0,0.02,12.8,3.8,20836
USW00094846,2023-09-23,61.1,0.08,6.1,3.7,17331
USW00094846,2023-09-24,36.1,0.11,12.9,4.9,29212
USW00094846,2023-09-25,56.7,0.1,9.9,10.0,10001
USW00094846,2023-09-26,65.3,0.0,8.1,9.6,16659
USW00094846,2023-09-27,68.3,0.08,11.9,10.0,15679
USW00094846,2023-09-28,70.7,0.0,8.0,10.0,20874
USW00094846,2023-09-29,29.6,0.1,6.3,6.0,-2532
USW00094846,2023-09-30,56.8,0.15,3.9,8.8,17540
USW00094846,2023-10-01,63.7,0.52,12.0,8.5,25291
USW00094846,2023-10-02,64.8,0.06,15.0,10.0,17458
USW00094846,2023-10-03,47.5,0.09,17.4,4.8,3804
USW00094846,2023-10-04,52.6,0.11,5.0,9.6,9523
USW00094846,2023-10-05,47.7,0.11,3.3,6.8,13056
USW00094846,2023-10-06,59.5,0.01,15.5,7.1,23763
USW00094846,2023-10-07,62.7,0.01,6.4,8.1,24654
USW00094846,2023-10-08,34.5,0.16,6.7,9.0,19314
USW00094846,2023-10-09,72.6,0.13,20.7,7.5,21423
USW00094846,2023-10-10,52.5,0.01,4.4,9.1,22277
USW00094846,2023-10-11,51.3,0.1,12.0,7.5,14251
USW00094846,2023-10-12,43.9,0.02,16.5,7.7,10409
USW00094846,2023-10-13,62.3,0.05,2.9,8.5,30816
USW00094846,2023-10-14,72.3,0.03,10.3,9.0,21662
USW00094846,2023-10-15,65.1,0.44,14.5,10.0,4492
USW00094846,2023-10-16,73.2,0.17,24.7,8.5,761
USW00094846,2023-10-17,44.0,0.14,7.7,3.5,30900
USW00094846,2023-10-18,69.4,0.35,1.3,2.6,27883
USW00094846,2023-10-19,25.3,0.14,4.9,5.1,7696
USW00094846,2023-10-20,45.7,0.05,4.9,6.0,27627
USW00094846,2023-10-21,53.6,0.23,25.9,7.8,-1608
USW00094846,2023-10-22,40.2,0.0,16.6,7.5,26202
USW00094846,2023-10-23,61.5,0.03,3.0,3.1,23898
USW00094846,2023-10-24,64.7,0.08,13.8,10.0,27185
USW00094846,2023-10-25,43.4,0.19,4.7,5.4,11506
USW00094846,2023-10-26,67.0,0.03,6.6,7.0,40707
USW00094846,2023-10-27,64.9,0.02,6.4,10.0,15328
USW00094846,2023-10-28,39.0,0.01,10.8,8.2,9879
USW00094846,2023-10-29,68.7,0.05,2.0,8.8,1785
USW00094846,2023-10-30,33.6,0.01,10.6,10.0,11418
USW00094846,2023-10-31,54.1,0.09,4.1,10.0,24371
USW00094846,2023-11-01,69.8,0.12,4.9,7.5,15643
USW00094846,2023-11-02,45.7,0.01,18.0,9.2,14288
USW00094846,2023-11-03,45.6,0.38,2.9,6.7,33366
USW00094846,2023-11-04,67.5,0.17,23.1,10.0,26190
USW00094846,2023-11-05,81.8,0.03,9.6,10.0,19329
USW00094846,2023-11-06,63.1,0.03,5.3,7.4,-4505
USW00094846,2023-11-07,73.6,0.01,10.6,9.3,18029
USW00094846,2023-11-08,58.0,0.02,13.8,8.6,34014
USW00094846,2023-11-09,41.5,0.25,29.7,8.2,31299
USW00094846,2023-11-10,67.7,0.23,11.6,8.4,13284
USW00094846,2023-11-11,89.3,0.11,20.8,9.8,28040
USW00094846,2023-11-12,37.4,0.29,2.5,10.0,22080
USW00094846,2023-11-13,48.3,0.23,2.9,9.2,19787
USW00094846,2023-11-14,80.5,0.01,4.5,10.0,15108
USW00094846,2023-11-15,40.7,0.15,20.3,7.9,10000
USW00094846,2023-11-16,84.7,0.05,6.3,7.9,6061
USW00094846,2023-11-17,30.3,0.02,6.6,8.1,10065
USW00094846,2023-11-18,53.9,0.05,5.2,6.8,5965
USW00094846,2023-11-19,52.3,0.22,1.6,3.3,10520
USW00094846,2023-11-20,40.2,0.1,11.1,6.7,26494
USW00094846,2023-11-21,64.6,0.01,7.6,10.0,20745
USW00094846,2023-11-22,47.2,0.06,20.5,7.8,14510
USW00094846,2023-11-23,66.3,0.32,8.0,3.5,12558
USW00094846,2023-11-24,64.0,0.03,5.1,7.0,22509
USW00094846,2023-11-25,82.0,0.17,11.8,5.8,8505
USW00094846,2023-11-26,78.0,0.21,6.5,10.0,8377
USW00094846,2023-11-27,54.9,0.06,18.5,7.1,27902
USW00094846,2023-11-28,47.7,0.09,14.6,10.0,29503
USW00094846,2023-11-29,59.3,0.26,18.9,10.0,41791
USW00094846,2023-11-30,40.5,0.13,5.1,10.0,16835
USW00003927,2023-09-01,40.5,0.08,10.9,1.6,18316
USW00003927,2023-09-02,63.2,0.07,9.2,10.0,9293
USW00003927,2023-09-03,54.6,0.02,7.7,10.0,9032
USW00003927,2023-09-04,63.0,0.3,3.7,10.0,8146
USW00003927,2023-09-05,72.4,0.24,0.6,10.0,16669
USW00003927,2023-09-06,56.4,0.03,4.8,4.0,10066
USW00003927,2023-09-07,35.1,0.02,7.5,10.0,36138
USW00003927,2023-09-08,53.1,0.08,9.6,5.7,26649
USW00003927,2023-09-09,66.7,0.15,3.3,7.5,-262
USW00003927,2023-09-10,61.9,0.17,18.5,10.0,16683
USW00003927,2023-09-11,73.1,0.09,7.5,7.5,31495
USW00003927,2023-09-12,53.1,0.09,7.1,5.1,4053
USW00003927,2023-09-13,60.7,0.11,15.5,10.0,30077
USW00003927,2023-09-14,57.7,0.18,7.9,9.2,15267
USW00003927,2023-09-15,54.2,0.03,10.4,10.0,19732
USW00003927,2023-09-16,71.0,0.21,9.8,1.7,13764
USW00003927,2023-09-17,103.4,0.04,4.9,4.8,19417
USW00003927,2023-09-18,51.8,0.06,1.5,10.0,27205
USW00003927,2023-09-19,39.1,0.24,13.6,5.4,6763
USW00003927,2023-09-20,65.3,0.14,10.1,5.3,42350
USW00003927,2023-09-21,46.6,0.03,2.8,8.3,11579
USW00003927,2023-09-22,76.0,0.26,2.7,10.0,5562
USW00003927,2023-09-23,40.1,0.08,5.6,3.1,-1215
USW00003927,2023-09-24,54.9,0.05,6.3,6.9,15936
USW00003927,2023-09-25,64.4,0.28,30.3,7.1,25869
USW00003927,2023-09-26,56.3,0.44,22.8,8.9,16896
USW00003927,2023-09-27,31.9,0.16,2.6,8.6,36941
USW00003927,2023-09-28,59.1,0.03,6.9,9.1,28265
USW00003927,2023-09-29,63.3,0.14,6.7,6.3,24474
USW00003927,2023-09-30,54.7,0.08,1.3,6.2,25858
USW00003927,2023-10-01,60.5,0.0,9.4,10.0,6973
USW00003927,2023-10-02,49.7,0.01,3.2,10.0,19879
USW00003927,2023-10-03,42.4,0.06,6.8,9.8,28885
USW00003927,2023-10-04,71.0,0.05,21.0,5.6,6746
USW00003927,2023-10-05,71.8,0.07,6.9,6.2,14531
USW00003927,2023-10-06,52.7,0.24,2.3,1.4,24013
USW00003927,2023-10-07,50.3,0.03,10.9,8.7,14408
USW00003927,2023-10-08,60.9,0.11,8.7,3.0,14403
USW00003927,2023-10-09,75.9,0.08,11.2,5.7,13348
USW00003927,2023-10-10,68.7,0.02,30.3,10.0,23989
USW00003927,2023-10-11,46.3,0.11,5.1,9.5,4473
USW00003927,2023-10-12,55.4,0.02,18.0,5.0,26050
USW00003927,2023-10-13,59.2,0.1,12.2,4.3,6814
USW00003927,2023-10-14,55.2,0.13,15.7,7.6,4347
USW00003927,2023-10-15,50.0,0.07,4.6,7.5,8778
USW00003927,2023-10-16,51.9,0.02,7.8,6.6,10216
USW00003927,2023-10-17,44.3,0.05,37.4,9.2,2790
USW00003927,2023-10-18,42.9,0.0,5.0,7.9,23689
USW00003927,2023-10-19,55.4,0.04,11.7,10.0,22638
USW00003927,2023-10-20,69.8,0.03,12.3,6.9,16440
USW00003927,2023-10-21,61.0,0.07,3.1,8.9,27615
USW00003927,2023-10-22,41.9,0.02,4.3,4.7,19224
USW00003927,2023-10-23,40.7,0.05,1.1,6.0,11004
USW00003927,2023-10-24,68.5,0.21,1.8,7.5,19394
USW00003927,2023-10-25,53.2,0.07,21.8,8.3,15987
USW00003927,2023-10-26,59.1,0.15,5.0,10.0,19344
USW00003927,2023-10-27,40.8,0.12,2.8,8.6,19891
USW00003927,2023-10-28,53.1,0.0,4.0,4.5,12018
USW00003927,2023-10-29,67.6,0.07,24.8,2.9,22392
USW00003927,2023-10-30,54.5,0.03,3.5,5.0,31184
USW00003927,2023-10-31,56.1,0.04,5.9,3.2,4855
USW00003927,2023-11-01,46.2,0.01,17.2,7.6,17818
USW00003927,2023-11-02,61.3,0.07,12.3,6.6,32161
USW00003927,2023-11-03,68.3,0.02,11.5,7.1,25960
USW00003927,2023-11-04,55.0,0.03,3.6,9.3,9246
USW00003927,2023-11-05,58.7,0.11,14.6,10.0,19694
USW00003927,2023-11-06,43.2,0.07,9.5,5.9,23255
USW00003927,2023-11-07,61.3,0.06,6.4,5.3,15210
USW00003927,2023-11-08,41.8,0.03,14.9,8.5,24891
USW00003927,2023-11-09,55.4,0.09,17.1,2.7,22228
USW00003927,2023-11-10,62.1,0.02,12.7,7.2,10852
USW00003927,2023-11-11,65.8,0.08,33.6,8.2,16861
USW00003927,2023-11-12,51.1,0.03,18.5,6.8,-6883
USW00003927,2023-11-13,66.8,0.06,18.8,4.6,23545
USW00003927,2023-11-14,57.8,0.32,10.2,10.0,15429
USW00003927,2023-11-15,60.6,0.36,11.9,5.9,30547
USW00003927,2023-11-16,50.8,0.07,15.7,8.2,44872
USW00003927,2023-11-17,86.5,0.22,34.9,6.5,8980
USW00003927,2023-11-18,62.8,0.17,10.2,5.5,10797
USW00003927,2023-11-19,32.3,0.16,10.7,6.5,28276
USW00003927,2023-11-20,44.1,0.09,23.5,8.8,27607
USW00003927,2023-11-21,52.2,0.05,2.8,5.9,31733
USW00003927,2023-11-22,76.9,0.31,9.1,9.4,18494
USW00003927,2023-11-23,42.5,0.13,2.1,8.8,-1259
USW00003927,2023-11-24,81.3,0.4,0.2,10.0,18441
USW00003927,2023-11-25,48.2,0.02,11.1,5.7,13149
USW00003927,2023-11-26,47.5,0.28,11.2,8.0,36987
USW00003927,2023-11-27,49.8,0.08,1.7,6.1,26679
USW00003927,2023-11-28,64.4,0.3,16.3,6.9,15563
USW00003927,2023-11-29,59.8,0.08,5.3,7.0,5582
USW00003927,2023-11-30,88.0,0.12,30.8,7.6,14530
USW00023062,2023-09-01,54.8,0.19,5.4,3.7,28940
USW00023062,2023-09-02,32.1,0.03,10.0,6.1,35922
USW00023062,2023-09-03,56.6,0.43,11.4,8.9,8614
USW00023062,2023-09-04,32.3,0.0,4.0,4.9,17972
USW00023062,2023-09-05,33.4,0.13,14.2,5.0,9726
USW00023062,2023-09-06,19.1,0.03,11.0,10.0,24640
USW00023062,2023-09-07,33.7,0.27,2.8,10.0,22178
USW00023062,2023-09-08,63.9,0.04,17.4,6.4,14837
USW00023062,2023-09-09,58.8,0.2,23.3,8.3,1968
USW00023062,2023-09-10,46.5,0.13,8.5,4.1,7045
USW00023062,2023-09-11,71.9,0.05,12.9,10.0,24475
USW00023062,2023-09-12,55.3,0.14,14.9,9.6,17822
USW00023062,2023-09-13,53.8,0.02,19.9,10.0,31845
USW00023062,2023-09-14,58.6,0.33,3.5,10.0,16428
USW00023062,2023-09-15,61.1,0.25,6.4,9.2,6430
USW00023062,2023-09-16,52.2,0.05,6.9,2.5,12813
USW00023062,2023-09-17,32.4,0.03,14.6,7.3,20039
USW00023062,2023-09-18,57.0,0.04,22.4,9.3,17698
USW00023062,2023-09-19,79.8,0.08,11.9,4.9,25770
USW00023062,2023-09-20,79.1,0.05,10.0,4.7,18883
USW00023062,2023-09-21,68.8,0.05,9.9,10.0,14121
USW00023062,2023-09-22,61.9,0.02,3.3,8.3,21878
USW00023062,2023-09-23,50.2,0.01,9.7,4.5,33763
USW00023062,2023-09-24,76.7,0.2,3.4,4.5,10050
USW00023062,2023-09-25,45.3,0.27,8.1,8.0,29177
USW00023062,2023-09-26,56.8,0.03,9.4,10.0,11543
USW00023062,2023-09-27,56.5,0.04,1.5,6.8,12419
USW00023062,2023-09-28,82.5,0.03,9.1,10.0,26599
USW00023062,2023-09-29,37.5,0.05,7.8,8.1,39911
USW00023062,2023-09-30,64.5,0.06,16.4,9.3,22981
USW00023062,2023-10-01,43.7,0.07,18.8,10.0,27073
USW00023062,2023-10-02,79.5,0.1,1.1,8.3,14739
USW00023062,2023-10-03,55.0,0.09,18.3,8.7,20001
USW00023062,2023-10-04,54.8,0.03,24.0,7.1,25996
USW00023062,2023-10-05,47.1,0.04,16.0,8.3,10995
USW00023062,2023-10-06,64.8,0.08,2.9,9.5,25911
USW00023062,2023-10-07,40.1,0.07,4.8,6.9,26612
USW00023062,2023-10-08,65.0,0.03,12.2,7.4,13104
USW00023062,2023-10-09,27.9,0.14,6.9,7.3,35823
USW00023062,2023-10-10,57.1,0.06,21.4,5.9,31227
USW00023062,2023-10-11,50.3,0.11,15.0,7.2,4961
USW00023062,2023-10-12,63.1,0.19,13.9,8.8,11097
USW00023062,2023-10-13,46.1,0.09,11.9,7.2,16269
USW00023062,2023-10-14,57.8,0.09,15.2,3.8,30404
USW00023062,2023-10-15,55.4,0.1,9.1,2.1,12659
USW00023062,2023-10-16,83.9,0.03,9.6,4.6,995
USW00023062,2023-10-17,53.6,0.29,5.1,6.7,29918
USW00023062,2023-10-18,57.3,0.06,22.8,2.0,18487
USW00023062,2023-10-19,24.4,0.08,14.6,10.0,32416
USW00023062,2023-10-20,47.2,0.0,11.8,8.0,13020
USW00023062,2023-10-21,70.2,0.57,5.3,6.5,18698
USW00023062,2023-10-22,56.8,0.17,7.0,8.6,8403
USW00023062,2023-10-23,68.7,0.07,7.1,5.2,18174
USW00023062,2023-10-24,59.4,0.05,3.9,10.0,31826
USW00023062,2023-10-25,78.3,0.04,19.1,8.1,30449
USW00023062,2023-10-26,35.8,0.01,18.8,4.9,7446
USW00023062,2023-10-27,54.9,0.05,24.5,3.2,26581
USW00023062,2023-10-28,52.6,0.04,10.3,8.8,11377
USW00023062,2023-10-29,45.3,0.08,10.5,8.2,22626
USW00023062,2023-10-30,72.7,0.03,16.9,8.2,18607
USW00023062,2023-10-31,44.1,0.03,12.1,6.8,12868
USW00023062,2023-11-01,59.8,0.1,10.8,9.7,17508
USW00023062,2023-11-02,58.5,0.13,11.1,10.0,-3007
USW00023062,2023-11-03,37.2,0.17,7.0,10.0,19260
USW00023062,2023-11-04,58.6,0.15,6.0,7.4,15562
USW00023062,2023-11-05,51.9,0.05,9.9,6.5,21498
USW00023062,2023-11-06,49.3,0.02,11.9,6.3,27837
USW00023062,2023-11-07,82.3,0.02,12.6,10.0,14898
USW00023062,2023-11-08,54.0,0.03,20.2,6.4,19326
USW00023062,2023-11-09,78.5,0.1,14.2,4.5,35655
USW00023062,2023-11-10,53.8,0.06,20.3,10.0,6518
