STATION,DATE,TEMP,PRCP,WIND,VISIBILITY,CEILING
USW00013874,2024-02-27,44.4,0.39,16.6,8.0,32422
USW00013874,2024-02-28,38.3,0.195,4.0,6.4,2253
USW00023174,2024-01-01,49.2,0.03,7.7,4.5600000000000005,20301
USW00023174,2024-01-02,45.8,0.33,13.0,8.0,5446
USW00023174,2024-01-03,36.5,0.195,2.2,8.0,21767
USW00023174,2024-01-04,29.5,0.015,3.0,6.88,24227
USW00023174,2024-01-05,18.4,0.0,10.8,6.08,13283
USW00023174,2024-01-06,39.9,0.045,2.3,6.24,24773
USW00023174,2024-01-07,23.2,0.09,7.5,4.720000000000001,16263
USW00023174,2024-01-08,30.1,0.24,10.3,5.36,12412
USW00023174,2024-01-09,25.4,0.12,2.7,8.0,33530
USW00023174,2024-01-10,35.7,0.15000000000000002,1.8,3.44,9885
USW00023174,2024-01-11,25.4,0.24,1.4,6.08,6641
USW00023174,2024-01-12,43.5,0.135,10.6,5.5200000000000005,21376
USW00023174,2024-01-13,44.3,0.135,4.0,8.0,10274
USW00023174,2024-01-14,11.9,0.135,24.8,8.0,22348
USW00023174,2024-01-15,31.6,0.51,11.6,6.96,8923
USW00023174,2024-01-16,32.5,0.24,5.6,6.96,21260
USW00023174,2024-01-17,32.5,0.06,3.3,3.6,25203
USW00023174,2024-01-18,37.4,0.165,10.1,5.760000000000001,22042
USW00023174,2024-01-19,59.5,0.43499999999999994,4.4,5.5200000000000005,24780
USW00023174,2024-01-20,19.2,0.0,2.2,2.0,26635
USW00023174,2024-01-21,18.1,0.18,4.5,4.720000000000001,13979
USW00023174,2024-01-22,34.1,0.015,9.5,5.68,29220
USW00023174,2024-01-23,15.7,0.12,8.4,6.08,6697
USW00023174,2024-01-24,25.4,0.22499999999999998,11.9,6.88,15074
USW00023174,2024-01-25,61.9,0.15000000000000002,0.9,5.04,29331
USW00023174,2024-01-26,59.5,0.045,13.4,5.5200000000000005,27872
USW00023174,2024-01-27,23.6,0.015,13.9,8.0,23482
USW00023174,2024-01-28,40.6,0.15000000000000002,2.3,2.72,10629
USW00023174,2024-01-29,19.3,0.5700000000000001,19.7,4.4,10357
USW00023174,2024-01-30,60.0,0.135,13.0,8.0,13857
USW00023174,2024-01-31,37.0,0.12,5.4,6.32,26754
USW00023174,2024-02-01,32.6,0.03,6.2,3.5200000000000005,16131
USW00023174,2024-02-02,28.4,0.045,18.0,5.84,21792
USW00023174,2024-02-03,18.1,0.03,0.7,6.08,27101
USW00023174,2024-02-04,37.9,0.10500000000000001,7.8,4.64,10966
USW00023174,2024-02-05,32.0,0.30000000000000004,6.1,8.0,12233
USW00023174,2024-02-06,34.0,0.015,6.4,8.0,24015
USW00023174,2024-02-07,36.8,0.045,5.1,8.0,11582
USW00023174,2024-02-08,38.7,0.07500000000000001,8.6,4.88,30050
USW00023174,2024-02-09,43.6,0.10500000000000001,14.3,8.0,26881
USW00023174,2024-02-10,65.8,0.09,10.9,4.64,25269
USW00023174,2024-02-11,14.1,0.03,1.8,5.84,21242
USW00023174,2024-02-12,21.5,0.09,5.7,7.840000000000001,7682
USW00023174,2024-02-13,35.0,0.30000000000000004,7.1,4.24,52
USW00023174,2024-02-14,53.4,0.045,29.7,7.2,25383
USW00023174,2024-02-15,31.1,0.315,4.8,4.800000000000001,22518
USW00023174,2024-02-16,42.1,0.63,8.8,3.9200000000000004,14170
USW00023174,2024-02-17,28.5,0.10500000000000001,7.9,6.56,32925
USW00023174,2024-02-18,43.4,0.09,3.0,5.120000000000001,17825
USW00023174,2024-02-19,48.4,0.03,6.8,8.0,24107
USW00023174,2024-02-20,26.6,0.15000000000000002,3.0,3.2,17584
USW00023174,2024-02-21,54.9,0.03,5.0,7.2,16468
USW00023174,2024-02-22,59.3,0.15000000000000002,17.0,8.0,24211
USW00023174,2024-02-23,41.0,0.42000000000000004,8.2,4.4799999999999995,28352
USW00023174,2024-02-24,36.4,0.21000000000000002,15.7,5.04,23561
USW00023174,2024-02-25,38.4,0.045,23.8,7.840000000000001,21453
USW00023174,2024-02-26,27.7,0.255,5.1,5.760000000000001,29483
USW00023174,2024-02-27,19.7,0.06,4.5,6.48,2229
USW00023174,2024-02-28,52.3,0.06,13.8,7.2,51536
USW00094846,2024-01-01,33.2,0.195,5.3,7.28,25222
USW00094846,2024-01-02,38.8,0.135,7.8,8.0,22019
USW00094846,2024-01-03,54.1,0.15000000000000002,9.2,3.7600000000000002,-801
USW00094846,2024-01-04,30.0,0.03,8.4,4.64,32799
USW00094846,2024-01-05,23.5,0.045,24.9,6.08,18202
USW00094846,2024-01-06,47.7,0.045,2.7,3.12,12412
USW00094846,2024-01-07,75.0,0.015,3.8,5.36,30756
USW00094846,2024-01-08,25.7,0.30000000000000004,6.0,2.4000000000000004,2387
USW00094846,2024-01-09,48.9,0.07500000000000001,4.6,5.2,20674
USW00094846,2024-01-10,51.6,0.15000000000000002,12.3,4.960000000000001,30827
USW00094846,2024-01-11,11.5,0.10500000000000001,13.1,5.04,19670
USW00094846,2024-01-12,47.3,0.6000000000000001,2.1,8.0,39958
USW00094846,2024-01-13,26.7,0.0,6.3,5.28,4697
USW00094846,2024-01-14,51.6,0.015,8.4,5.920000000000001,12934
USW00094846,2024-01-15,47.2,0.09,11.9,5.5200000000000005,22885
USW00094846,2024-01-16,29.9,0.03,29.5,7.840000000000001,5481
USW00094846,2024-01-17,25.0,0.045,2.2,6.4,15757
USW00094846,2024-01-18,52.7,0.195,10.6,4.4799999999999995,18561
USW00094846,2024-01-19,-3.8,0.28500000000000003,2.7,8.0,24100
USW00094846,2024-01-20,21.3,0.12,8.2,6.96,31391
USW00094846,2024-01-21,5.7,0.315,3.6,4.4799999999999995,20732
USW00094846,2024-01-22,17.0,0.03,12.8,3.04,20836
USW00094846,2024-01-23,41.1,0.12,6.1,2.9600000000000004,17331
USW00094846,2024-01-24,16.1,0.165,12.9,3.9200000000000004,29212
USW00094846,2024-01-25,36.7,0.15000000000000002,9.9,8.0,10001
USW00094846,2024-01-26,45.3,0.0,8.1,7.68,16659
USW00094846,2024-01-27,48.3,0.12,11.9,8.0,15679
USW00094846,2024-01-28,50.7,0.0,8.0,8.0,20874
USW00094846,2024-01-29,9.6,0.15000000000000002,6.3,4.800000000000001,-2532
USW00094846,2024-01-30,36.8,0.22499999999999998,3.9,7.040000000000001,17540
USW00094846,2024-01-31,43.7,0.78,12.0,6.800000000000001,25291
USW00094846,2024-02-01,44.8,0.09,15.0,8.0,17458
USW00094846,2024-02-02,27.5,0.135,17.4,3.84,3804
USW00094846,2024-02-03,32.6,0.165,5.0,7.68,9523
USW00094846,2024-02-04,27.7,0.165,3.3,5.44,13056
USW00094846,2024-02-05,39.5,0.015,15.5,5.68,23763
USW00094846,2024-02-06,42.7,0.015,6.4,6.48,24654
USW00094846,2024-02-07,14.5,0.24,6.7,7.2,19314
USW00094846,2024-02-08,52.6,0.195,20.7,6.0,21423
USW00094846,2024-02-09,32.5,0.015,4.4,7.28,22277
USW00094846,2024-02-10,31.3,0.15000000000000002,12.0,6.0,14251
USW00094846,2024-02-11,23.9,0.03,16.5,6.16,10409
USW00094846,2024-02-12,42.3,0.07500000000000001,2.9,6.800000000000001,30816
USW00094846,2024-02-13,52.3,0.045,10.3,7.2,21662
USW00094846,2024-02-14,45.1,0.66,14.5,8.0,4492
USW00094846,2024-02-15,53.2,0.255,24.7,6.800000000000001,761
USW00094846,2024-02-16,24.0,0.21000000000000002,7.7,2.8000000000000003,30900
USW00094846,2024-02-17,49.4,0.5249999999999999,1.3,2.08,27883
USW00094846,2024-02-18,5.3,0.21000000000000002,4.9,4.08,7696
USW00094846,2024-02-19,25.7,0.07500000000000001,4.9,4.800000000000001,27627
USW00094846,2024-02-20,33.6,0.34500000000000003,25.9,6.24,-1608
USW00094846,2024-02-21,20.2,0.0,16.6,6.0,26202
USW00094846,2024-02-22,41.5,0.045,3.0,2.4800000000000004,23898
USW00094846,2024-02-23,44.7,0.12,13.8,8.0,27185
USW00094846,2024-02-24,23.4,0.28500000000000003,4.7,4.32,11506
USW00094846,2024-02-25,47.0,0.045,6.6,5.6000000000000005,40707
USW00094846,2024-02-26,44.9,0.03,6.4,8.0,15328
USW00094846,2024-02-27,19.0,0.015,10.8,6.56,9879
USW00094846,2024-02-28,48.7,0.07500000000000001,2.0,7.040000000000001,1785
USW00003927,2024-01-01,20.5,0.12,10.9,1.2800000000000002,18316
USW00003927,2024-01-02,43.2,0.10500000000000001,9.2,8.0,9293
USW00003927,2024-01-03,34.6,0.03,7.7,8.0,9032
USW00003927,2024-01-04,43.0,0.44999999999999996,3.7,8.0,8146
USW00003927,2024-01-05,52.4,0.36,0.6,8.0,16669
USW00003927,2024-01-06,36.4,0.045,4.8,3.2,10066
USW00003927,2024-01-07,15.1,0.03,7.5,8.0,36138
USW00003927,2024-01-08,33.1,0.12,9.6,4.5600000000000005,26649
USW00003927,2024-01-09,46.7,0.22499999999999998,3.3,6.0,-262
USW00003927,2024-01-10,41.9,0.255,18.5,8.0,16683
USW00003927,2024-01-11,53.1,0.135,7.5,6.0,31495
USW00003927,2024-01-12,33.1,0.135,7.1,4.08,4053
USW00003927,2024-01-13,40.7,0.165,15.5,8.0,30077
USW00003927,2024-01-14,37.7,0.27,7.9,7.359999999999999,15267
USW00003927,2024-01-15,34.2,0.045,10.4,8.0,19732
USW00003927,2024-01-16,51.0,0.315,9.8,1.36,13764
USW00003927,2024-01-17,83.4,0.06,4.9,3.84,19417
USW00003927,2024-01-18,31.8,0.09,1.5,8.0,27205
USW00003927,2024-01-19,19.1,0.36,13.6,4.32,6763
USW00003927,2024-01-20,45.3,0.21000000000000002,10.1,4.24,42350
USW00003927,2024-01-21,26.6,0.045,2.8,6.640000000000001,11579
USW00003927,2024-01-22,56.0,0.39,2.7,8.0,5562
USW00003927,2024-01-23,20.1,0.12,5.6,2.4800000000000004,-1215
USW00003927,2024-01-24,34.9,0.07500000000000001,6.3,5.5200000000000005,15936
USW00003927,2024-01-25,44.4,0.42000000000000004,30.3,5.68,25869
USW00003927,2024-01-26,36.3,0.66,22.8,7.120000000000001,16896
USW00003927,2024-01-27,11.9,0.24,2.6,6.88,36941
USW00003927,2024-01-28,39.1,0.045,6.9,7.28,28265
USW00003927,2024-01-29,43.3,0.21000000000000002,6.7,5.04,24474
USW00003927,2024-01-30,34.7,0.12,1.3,4.960000000000001,25858
USW00003927,2024-01-31,40.5,0.0,9.4,8.0,6973
USW00003927,2024-02-01,29.7,0.015,3.2,8.0,19879
USW00003927,2024-02-02,22.4,0.09,6.8,7.840000000000001,28885
USW00003927,2024-02-03,51.0,0.07500000000000001,21.0,4.4799999999999995,6746
USW00003927,2024-02-04,51.8,0.10500000000000001,6.9,4.960000000000001,14531
USW00003927,2024-02-05,32.7,0.36,2.3,1.1199999999999999,24013
USW00003927,2024-02-06,30.3,0.045,10.9,6.96,14408
USW00003927,2024-02-07,40.9,0.165,8.7,2.4000000000000004,14403
USW00003927,2024-02-08,55.9,0.12,11.2,4.5600000000000005,13348
USW00003927,2024-02-09,48.7,0.03,30.3,8.0,23989
USW00003927,2024-02-10,26.3,0.165,5.1,7.6000000000000005,4473
USW00003927,2024-02-11,35.4,0.03,18.0,4.0,26050
USW00003927,2024-02-12,39.2,0.15000000000000002,12.2,3.44,6814
USW00003927,2024-02-13,35.2,0.195,15.7,6.08,4347
USW00003927,2024-02-14,30.0,0.10500000000000001,4.6,6.0,8778
USW00003927,2024-02-15,31.9,0.03,7.8,5.28,10216
USW00003927,2024-02-16,24.3,0.07500000000000001,37.4,7.359999999999999,2790
USW00003927,2024-02-17,22.9,0.0,5.0,6.32,23689
USW00003927,2024-02-18,35.4,0.06,11.7,8.0,22638
USW00003927,2024-02-19,49.8,0.045,12.3,5.5200000000000005,16440
USW00003927,2024-02-20,41.0,0.10500000000000001,3.1,7.120000000000001,27615
USW00003927,2024-02-21,21.9,0.03,4.3,3.7600000000000002,19224
USW00003927,2024-02-22,20.7,0.07500000000000001,1.1,4.800000000000001,11004
USW00003927,2024-02-23,48.5,0.315,1.8,6.0,19394
USW00003927,2024-02-24,33.2,0.10500000000000001,21.8,6.640000000000001,15987
USW00003927,2024-02-25,39.1,0.22499999999999998,5.0,8.0,19344
USW00003927,2024-02-26,20.8,0.18,2.8,6.88,19891
USW00003927,2024-02-27,33.1,0.0,4.0,3.6,12018
USW00003927,2024-02-28,47.6,0.10500000000000001,24.8,2.32,22392
USW00023062,2024-01-01,34.8,0.28500000000000003,5.4,2.9600000000000004,28940
USW00023062,2024-01-02,12.1,0.045,10.0,4.88,35922
USW00023062,2024-01-03,36.6,0.645,11.4,7.120000000000001,8614
USW00023062,2024-01-04,12.3,0.0,4.0,3.9200000000000004,17972
USW00023062,2024-01-05,13.4,0.195,14.2,4.0,9726
USW00023062,2024-01-06,-0.9,0.045,11.0,8.0,24640
USW00023062,2024-01-07,13.7,0.405,2.8,8.0,22178
USW00023062,2024-01-08,43.9,0.06,17.4,5.120000000000001,14837
USW00023062,2024-01-09,38.8,0.30000000000000004,23.3,6.640000000000001,1968
USW00023062,2024-01-10,26.5,0.195,8.5,3.28,7045
USW00023062,2024-01-11,51.9,0.07500000000000001,12.9,8.0,24475
USW00023062,2024-01-12,35.3,0.21000000000000002,14.9,7.68,17822
USW00023062,2024-01-13,33.8,0.03,19.9,8.0,31845
USW00023062,2024-01-14,38.6,0.495,3.5,8.0,16428
USW00023062,2024-01-15,41.1,0.375,6.4,7.359999999999999,6430
USW00023062,2024-01-16,32.2,0.07500000000000001,6.9,2.0,12813
USW00023062,2024-01-17,12.4,0.045,14.6,5.84,20039
USW00023062,2024-01-18,37.0,0.06,22.4,7.440000000000001,17698
USW00023062,2024-01-19,59.8,0.12,11.9,3.9200000000000004,25770
USW00023062,2024-01-20,59.1,0.07500000000000001,10.0,3.7600000000000002,18883
USW00023062,2024-01-21,48.8,0.07500000000000001,9.9,8.0,14121
USW00023062,2024-01-22,41.9,0.03,3.3,6.640000000000001,21878
USW00023062,2024-01-23,30.2,0.015,9.7,3.6,33763
USW00023062,2024-01-24,56.7,0.30000000000000004,3.4,3.6,10050
USW00023062,2024-01-25,25.3,0.405,8.1,6.4,29177
USW00023062,2024-01-26,36.8,0.045,9.4,8.0,11543
USW00023062,2024-01-27,36.5,0.06,1.5,5.44,12419
USW00023062,2024-01-28,62.5,0.045,9.1,8.0,26599
USW00023062,2024-01-29,17.5,0.07500000000000001,7.8,6.48,39911
USW00023062,2024-01-30,44.5,0.09,16.4,7.440000000000001,22981
USW00023062,2024-01-31,23.7,0.10500000000000001,18.8,8.0,27073
USW00023062,2024-02-01,59.5,0.15000000000000002,1.1,6.640000000000001,14739
USW00023062,2024-02-02,35.0,0.135,18.3,6.96,20001
USW00023062,2024-02-03,34.8,0.045,24.0,5.68,25996
USW00023062,2024-02-04,27.1,0.06,16.0,6.640000000000001,10995
USW00023062,2024-02-05,44.8,0.12,2.9,7.6000000000000005,25911
USW00023062,2024-02-06,20.1,0.10500000000000001,4.8,5.5200000000000005,26612
USW00023062,2024-02-07,45.0,0.045,12.2,5.920000000000001,13104
USW00023062,2024-02-08,7.9,0.21000000000000002,6.9,5.84,35823
USW00023062,2024-02-09,37.1,0.09,21.4,4.720000000000001,31227
USW00023062,2024-02-10,30.3,0.165,15.0,5.760000000000001,4961
USW00023062,2024-02-11,43.1,0.28500000000000003,13.9,7.040000000000001,11097
USW00023062,2024-02-12,26.1,0.135,11.9,5.760000000000001,16269
USW00023062,2024-02-13,37.8,0.135,15.2,3.04,30404
USW00023062,2024-02-14,35.4,0.15000000000000002,9.1,1.6800000000000002,12659
USW00023062,2024-02-15,63.9,0.045,9.6,3.6799999999999997,995
USW00023062,2024-02-16,33.6,0.43499999999999994,5.1,5.36,29918
USW00023062,2024-02-17,37.3,0.09,22.8,1.6,18487
USW00023062,2024-02-18,4.4,0.12,14.6,8.0,32416
USW00023062,2024-02-19,27.2,0.0,11.8,6.4,13020
USW00023062,2024-02-20,50.2,0.855,5.3,5.2,18698
USW00023062,2024-02-21,36.8,0.255,7.0,6.88,8403
USW00023062,2024-02-22,48.7,0.10500000000000001,7.1,4.16,18174
USW00023062,2024-02-23,39.4,0.07500000000000001,3.9,8.0,31826
USW00023062,2024-02-24,58.3,0.06,19.1,6.48,30449
USW00023062,2024-02-25,15.8,0.015,18.8,3.9200000000000004,7446
USW00023062,2024-02-26,34.9,0.07500000000000001,24.5,2.5600000000000005,26581
USW00023062,2024-02-27,32.6,0.06,10.3,7.040000000000001,11377
USW00023062,2024-02-28,25.3,0.12,10.5,6.56,22626
USW00094789,2024-01-01,18.4,0.24,4.5,6.640000000000001,10121
USW00094789,2024-01-02,36.0,0.195,5.1,8.0,33357
USW00094789,2024-01-03,28.6,0.06,6.4,7.040000000000001,9521
USW00094789,2024-01-04,54.0,0.22499999999999998,1.5,8.0,20010
USW00094789,2024-01-05,52.8,0.255,8.2,5.6000000000000005,17210
USW00094789,2024-01-06,44.3,0.03,13.6,7.920000000000001,24111
USW00094789,2024-01-07,66.1,0.06,4.9,7.920000000000001,2567
USW00094789,2024-01-08,45.7,0.12,4.8,6.24,38115
USW00094789,2024-01-09,57.4,0.03,10.6,6.720000000000001,34900
USW00094789,2024-01-10,44.8,0.34500000000000003,3.3,6.24,17074
USW00094789,2024-01-11,50.3,0.03,8.7,6.48,24781
USW00094789,2024-01-12,46.9,0.015,5.3,2.2399999999999998,31474
USW00094789,2024-01-13,36.3,0.39,8.9,0.0,26581
USW00094789,2024-01-14,18.9,0.375,12.4,6.4,35632
USW00094789,2024-01-15,13.8,0.165,17.1,5.2,21790
USW00094789,2024-01-16,17.6,0.21000000000000002,3.2,7.359999999999999,35051
USW00094789,2024-01-17,44.4,0.18,7.7,5.68,24165
USW00094789,2024-01-18,41.1,0.43499999999999994,1.2,8.0,38725
USW00094789,2024-01-19,37.6,0.18,20.0,3.6799999999999997,14750
USW00094789,2024-01-20,7.7,0.27,9.7,4.08,22966
USW00094789,2024-01-21,45.0,0.015,9.9,3.04,-3142
USW00094789,2024-01-22,35.1,0.10500000000000001,5.0,7.840000000000001,12226
USW00094789,2024-01-23,50.6,0.06,18.8,8.0,12717
USW00094789,2024-01-24,32.8,0.0,12.8,4.800000000000001,19872
USW00094789,2024-01-25,41.4,0.015,6.6,7.920000000000001,33015
USW00094789,2024-01-26,30.0,0.15000000000000002,1.2,8.0,349
USW00094789,2024-01-27,20.7,0.0,12.5,8.0,13759
USW00094789,2024-01-28,16.4,0.255,4.8,4.720000000000001,23752
USW00094789,2024-01-29,29.9,0.915,18.1,8.0,31516
USW00094789,2024-01-30,37.7,0.405,1.8,6.16,12170
USW00094789,2024-01-31,25.8,0.10500000000000001,9.6,2.4000000000000004,1408
USW00094789,2024-02-01,28.1,0.12,11.1,8.0,13346
USW00094789,2024-02-02,36.7,0.06,19.1,8.0,27855
USW00094789,2024-02-03,21.3,0.10500000000000001,0.4,8.0,15923
USW00094789,2024-02-04,17.0,0.165,21.4,8.0,21057
USW00094789,2024-02-05,9.1,0.03,13.6,5.04,37316
USW00094789,2024-02-06,35.1,0.21000000000000002,8.6,3.84,35430
USW00094789,2024-02-07,29.9,0.375,4.2,3.3600000000000003,21000
USW00094789,2024-02-08,49.5,0.36,10.0,8.0,7144
USW00094789,2024-02-09,64.1,0.30000000000000004,6.5,5.84,34346
USW00094789,2024-02-10,56.1,0.255,7.1,2.72,19825
USW00094789,2024-02-11,33.9,0.54,19.0,5.5200000000000005,34407
USW00094789,2024-02-12,44.3,0.07500000000000001,8.3,6.720000000000001,17182
USW00094789,2024-02-13,38.2,0.36,6.3,7.76,26521
USW00094789,2024-02-14,18.0,0.0,2.7,8.0,18504
USW00094789,2024-02-15,49.4,0.09,11.0,4.720000000000001,21950
USW00094789,2024-02-16,32.4,0.015,14.1,3.5200000000000005,16253
USW00094789,2024-02-17,31.5,0.03,8.4,8.0,6346
USW00094789,2024-02-18,32.5,0.015,12.3,4.64,32881
USW00094789,2024-02-19,51.9,0.09,8.7,8.0,27438
USW00094789,2024-02-20,39.0,0.12,9.2,6.4,18029
USW00094789,2024-02-21,29.9,0.615,2.5,8.0,26447
USW00094789,2024-02-22,56.8,0.03,5.5,7.76,30315
USW00094789,2024-02-23,59.7,0.03,2.9,5.120000000000001,18721
USW00094789,2024-02-24,12.2,0.255,19.5,6.640000000000001,39137
USW00094789,2024-02-25,21.1,0.315,2.3,7.120000000000001,38856
USW00094789,2024-02-26,11.5,0.09,8.2,4.88,23833
USW00094789,2024-02-27,31.9,0.195,12.3,8.0,28896
USW00094789,2024-02-28,35.8,0.07500000000000001,1.0,5.68,4373
USW00023234,2024-01-01,47.3,0.30000000000000004,3.2,6.16,-11289
USW00023234,2024-01-02,20.5,0.24,15.9,5.04,29268
USW00023234,2024-01-03,15.7,0.12,17.6,8.0,18246
USW00023234,2024-01-04,33.8,0.315,3.8,4.88,6764
USW00023234,2024-01-05,60.2,0.315,10.4,6.720000000000001,17475
USW00023234,2024-01-06,47.7,0.165,12.0,3.6799999999999997,26398
USW00023234,2024-01-07,26.1,0.405,5.7,4.4799999999999995,33108
USW00023234,2024-01-08,52.6,0.045,8.0,7.040000000000001,27743
USW00023234,2024-01-09,25.1,0.15000000000000002,11.4,6.4,8381
USW00023234,2024-01-10,53.3,0.34500000000000003,9.3,8.0,27200
USW00023234,2024-01-11,22.0,0.21000000000000002,6.3,4.5600000000000005,29032
USW00023234,2024-01-12,64.3,0.165,2.1,7.68,26296
USW00023234,2024-01-13,14.1,0.34500000000000003,12.7,8.0,29989
USW00023234,2024-01-14,44.9,0.10500000000000001,17.7,6.16,29098
USW00023234,2024-01-15,17.2,0.10500000000000001,5.6,8.0,8969
USW00023234,2024-01-16,17.1,0.06,1.6,4.0,20563
USW00023234,2024-01-17,39.0,0.33,10.8,5.84,38346
USW00023234,2024-01-18,55.2,0.10500000000000001,10.2,4.5600000000000005,30361
USW00023234,2024-01-19,41.1,0.135,11.3,7.28,25675
USW00023234,2024-01-20,45.0,0.09,1.9,4.800000000000001,31698
USW00023234,2024-01-21,18.1,0.0,10.6,8.0,12302
USW00023234,2024-01-22,35.1,0.33,12.9,8.0,11383
USW00023234,2024-01-23,46.8,0.22499999999999998,7.2,6.4,14466
USW00023234,2024-01-24,46.0,0.255,1.8,8.0,19457
USW00023234,2024-01-25,38.6,0.27,5.1,6.0,10670
USW00023234,2024-01-26,38.3,0.03,9.5,6.48,10595
USW00023234,2024-01-27,34.2,0.06,1.4,8.0,8416
USW00023234,2024-01-28,37.2,0.195,6.5,2.4000000000000004,12804
USW00023234,2024-01-29,38.0,0.15000000000000002,30.1,6.0,24993
USW00023234,2024-01-30,13.5,0.5249999999999999,14.7,8.0,23286
USW00023234,2024-01-31,64.7,0.24,6.6,4.960000000000001,22100
USW00023234,2024-02-01,37.5,0.045,6.4,7.68,28470
USW00023234,2024-02-02,34.1,0.06,9.5,4.4799999999999995,24583
USW00023234,2024-02-03,57.6,0.07500000000000001,10.7,4.5600000000000005,35143
USW00023234,2024-02-04,38.2,0.405,12.1,6.0,14211
USW00023234,2024-02-05,33.4,0.09,8.7,7.440000000000001,9767
USW00023234,2024-02-06,5.9,0.21000000000000002,17.6,0.96,24128
USW00023234,2024-02-07,38.2,0.045,9.6,6.24,9525
USW00023234,2024-02-08,23.0,0.24,11.0,8.0,13348
USW00023234,2024-02-09,36.1,0.18,2.8,3.04,24765
USW00023234,2024-02-10,38.3,0.405,4.9,8.0,32163
USW00023234,2024-02-11,15.1,0.195,6.0,5.760000000000001,22862
USW00023234,2024-02-12,35.4,0.03,6.5,8.0,23610
