STATION,DATE,TEMP,PRCP,WIND,VISIBILITY,CEILING
USW00013874,2023-07-10,84.9,0.252,11.2,5.8,13094
USW00013874,2023-07-11,77.0,0.036,1.1,10.0,19970
USW00013874,2023-07-12,55.5,0.072,17.8,4.7,15101
USW00013874,2023-07-13,74.8,0.06,8.0,5.7,38795
USW00013874,2023-07-14,77.0,0.072,15.6,9.3,20639
USW00013874,2023-07-15,69.1,0.0,8.0,9.5,25441
USW00013874,2023-07-16,92.0,0.06,10.3,7.7,28112
USW00013874,2023-07-17,81.0,0.20400000000000001,8.7,6.8,4526
USW00013874,2023-07-18,84.5,0.012,0.7,2.9,17854
USW00013874,2023-07-19,82.6,0.048,5.9,10.0,19403
USW00013874,2023-07-20,75.6,0.384,10.8,4.3,12002
USW00013874,2023-07-21,89.5,0.108,5.3,3.8,10844
USW00013874,2023-07-22,80.8,0.012,8.6,8.0,10654
USW00013874,2023-07-23,81.4,0.24,17.6,9.0,42199
USW00013874,2023-07-24,67.2,0.18,6.3,9.6,22849
USW00013874,2023-07-25,87.5,0.12,8.9,10.0,10590
USW00013874,2023-07-26,83.8,0.096,17.3,6.4,29221
USW00013874,2023-07-27,92.4,0.264,14.4,7.2,11208
USW00013874,2023-07-28,86.3,0.312,16.6,10.0,32422
USW00013874,2023-07-29,82.2,0.156,4.0,8.0,2253
USW00013874,2023-07-30,53.5,0.084,10.0,4.9,6924
USW00013874,2023-07-31,87.8,0.084,11.0,9.7,9731
USW00013874,2023-08-01,81.6,0.20400000000000001,4.1,7.5,14889
USW00013874,2023-08-02,87.7,0.3,1.7,10.0,41186
USW00013874,2023-08-03,88.4,0.024,0.8,7.4,7637
USW00013874,2023-08-04,68.1,0.072,25.7,10.0,9709
USW00013874,2023-08-05,82.1,0.024,8.1,9.8,34508
USW00013874,2023-08-06,96.8,0.48,12.3,8.7,13776
USW00013874,2023-08-07,94.5,0.096,7.8,10.0,37
USW00013874,2023-08-08,75.2,0.024,20.6,7.2,23175
USW00013874,2023-08-09,97.0,0.024,20.4,5.6,20588
USW00013874,2023-08-10,88.2,0.012,43.2,10.0,42965
USW00013874,2023-08-11,80.3,0.45599999999999996,10.5,5.4,18799
USW00013874,2023-08-12,76.8,0.012,5.8,8.4,22170
USW00013874,2023-08-13,94.2,0.024,9.4,9.4,22431
USW00013874,2023-08-14,78.6,0.18,16.6,8.2,32593
USW00013874,2023-08-15,72.2,0.24,16.9,5.5,25390
USW00013874,2023-08-16,62.7,0.012,15.4,5.7,39972
USW00013874,2023-08-17,92.7,0.06,6.5,7.3,33136
USW00013874,2023-08-18,79.4,0.216,6.5,7.4,30347
USW00013874,2023-08-19,86.1,0.072,6.4,4.2,13063
USW00013874,2023-08-20,76.9,0.192,2.6,6.0,20759
USW00013874,2023-08-21,81.3,0.18,6.7,9.8,10131
USW00013874,2023-08-22,77.9,0.20400000000000001,11.2,8.4,28050
USW00013874,2023-08-23,76.5,0.24,14.0,8.3,9513
USW00013874,2023-08-24,87.7,0.24,6.3,10.0,40734
USW00013874,2023-08-25,66.0,0.036,0.9,8.2,34981
USW00013874,2023-08-26,108.5,0.06,13.7,7.9,25570
USW00013874,2023-08-27,77.7,0.072,22.2,2.0,19252
USW00013874,2023-08-28,72.3,0.012,3.7,5.0,7198
USW00013874,2023-08-29,73.0,0.072,12.3,10.0,22071
USW00013874,2023-08-30,72.9,0.336,18.9,7.2,19852
USW00013874,2023-08-31,86.3,0.108,5.5,8.4,30848
USW00023174,2023-06-01,89.5,0.024,7.7,5.7,20301
USW00023174,2023-06-02,87.2,0.264,13.0,10.0,5446
USW00023174,2023-06-03,81.0,0.156,2.2,10.0,21767
USW00023174,2023-06-04,76.3,0.012,3.0,8.6,24227
USW00023174,2023-06-05,68.9,0.0,10.8,7.6,13283
USW00023174,2023-06-06,83.3,0.036,2.3,7.8,24773
USW00023174,2023-06-07,72.1,0.072,7.5,5.9,16263
USW00023174,2023-06-08,76.8,0.192,10.3,6.7,12412
USW00023174,2023-06-09,73.6,0.096,2.7,10.0,33530
USW00023174,2023-06-10,80.5,0.12,1.8,4.3,9885
USW00023174,2023-06-11,73.6,0.192,1.4,7.6,6641
USW00023174,2023-06-12,85.7,0.108,10.6,6.9,21376
USW00023174,2023-06-13,86.2,0.108,4.0,10.0,10274
USW00023174,2023-06-14,64.6,0.108,24.8,10.0,22348
USW00023174,2023-06-15,77.8,0.40800000000000003,11.6,8.7,8923
USW00023174,2023-06-16,78.3,0.192,5.6,8.7,21260
USW00023174,2023-06-17,78.3,0.048,3.3,4.5,25203
USW00023174,2023-06-18,81.6,0.132,10.1,7.2,22042
USW00023174,2023-06-19,96.3,0.348,4.4,6.9,24780
USW00023174,2023-06-20,69.5,0.0,2.2,2.5,26635
USW00023174,2023-06-21,68.8,0.144,4.5,5.9,13979
USW00023174,2023-06-22,79.4,0.012,9.5,7.1,29220
USW00023174,2023-06-23,67.1,0.096,8.4,7.6,6697
USW00023174,2023-06-24,73.6,0.18,11.9,8.6,15074
USW00023174,2023-06-25,97.9,0.12,0.9,6.3,29331
USW00023174,2023-06-26,96.3,0.036,13.4,6.9,27872
USW00023174,2023-06-27,72.4,0.012,13.9,10.0,23482
USW00023174,2023-06-28,83.8,0.12,2.3,3.4,10629
USW00023174,2023-06-29,69.5,0.45599999999999996,19.7,5.5,10357
USW00023174,2023-06-30,96.7,0.108,13.0,10.0,13857
USW00023174,2023-07-01,81.3,0.096,5.4,7.9,26754
USW00023174,2023-07-02,78.4,0.024,6.2,4.4,16131
USW00023174,2023-07-03,75.6,0.036,18.0,7.3,21792
USW00023174,2023-07-04,68.8,0.024,0.7,7.6,27101
USW00023174,2023-07-05,82.0,0.084,7.8,5.8,10966
USW00023174,2023-07-06,78.0,0.24,6.1,10.0,12233
USW00023174,2023-07-07,79.3,0.012,6.4,10.0,24015
USW00023174,2023-07-08,81.2,0.036,5.1,10.0,11582
USW00023174,2023-07-09,82.4,0.06,8.6,6.1,30050
USW00023174,2023-07-10,85.7,0.084,14.3,10.0,26881
USW00023174,2023-07-11,100.5,0.072,10.9,5.8,25269
USW00023174,2023-07-12,66.1,0.024,1.8,7.3,21242
USW00023174,2023-07-13,71.0,0.072,5.7,9.8,7682
USW00023174,2023-07-14,80.0,0.24,7.1,5.3,52
USW00023174,2023-07-15,92.3,0.036,29.7,9.0,25383
USW00023174,2023-07-16,77.4,0.252,4.8,6.0,22518
USW00023174,2023-07-17,84.8,0.504,8.8,4.9,14170
USW00023174,2023-07-18,75.7,0.084,7.9,8.2,32925
USW00023174,2023-07-19,85.6,0.072,3.0,6.4,17825
USW00023174,2023-07-20,89.0,0.024,6.8,10.0,24107
USW00023174,2023-07-21,74.4,0.12,3.0,4.0,17584
USW00023174,2023-07-22,93.3,0.024,5.0,9.0,16468
USW00023174,2023-07-23,96.2,0.12,17.0,10.0,24211
USW00023174,2023-07-24,84.0,0.336,8.2,5.6,28352
USW00023174,2023-07-25,80.9,0.168,15.7,6.3,23561
USW00023174,2023-07-26,82.3,0.036,23.8,9.8,21453
USW00023174,2023-07-27,75.2,0.20400000000000001,5.1,7.2,29483
USW00023174,2023-07-28,69.8,0.048,4.5,8.1,2229
USW00023174,2023-07-29,91.6,0.048,13.8,9.0,51536
USW00023174,2023-07-30,101.2,0.012,25.6,9.3,15777
USW00023174,2023-07-31,51.8,0.22799999999999998,6.3,10.0,-3606
USW00023174,2023-08-01,76.1,0.192,10.7,10.0,24517
USW00023174,2023-08-02,88.6,0.012,18.7,5.3,18868
USW00023174,2023-08-03,70.9,0.36,3.3,5.5,16566
USW00023174,2023-08-04,81.6,0.084,5.8,10.0,13835
USW00023174,2023-08-05,82.6,0.276,19.1,4.1,16034
USW00023174,2023-08-06,64.2,0.024,13.9,6.4,28619
USW00023174,2023-08-07,84.1,0.18,4.0,4.0,19492
USW00023174,2023-08-08,77.5,0.06,25.9,8.8,25317
USW00023174,2023-08-09,82.0,0.0,8.6,10.0,21348
USW00023174,2023-08-10,85.4,0.012,6.3,9.7,32888
USW00023174,2023-08-11,69.9,0.036,3.2,6.5,14900
USW00023174,2023-08-12,82.1,0.048,6.7,10.0,15073
USW00023174,2023-08-13,84.3,0.216,17.2,10.0,37741
USW00023174,2023-08-14,82.3,0.012,2.5,6.3,22821
USW00023174,2023-08-15,67.4,0.048,13.6,6.4,26144
USW00023174,2023-08-16,86.1,0.0,15.5,10.0,18171
USW00023174,2023-08-17,77.5,0.144,12.1,8.6,27014
USW00023174,2023-08-18,69.6,0.012,4.8,3.4,26010
USW00023174,2023-08-19,75.2,0.49199999999999994,11.5,9.5,26949
USW00023174,2023-08-20,82.4,0.0,10.2,9.7,13115
USW00023174,2023-08-21,69.5,0.012,6.6,9.3,18689
USW00023174,2023-08-22,85.0,0.012,17.9,6.8,22987
USW00023174,2023-08-23,85.0,0.048,12.0,10.0,41834
USW00023174,2023-08-24,86.8,0.06,3.7,9.1,10404
USW00023174,2023-08-25,83.3,0.18,8.5,6.3,24310
USW00023174,2023-08-26,70.5,0.20400000000000001,4.6,2.2,11941
USW00023174,2023-08-27,78.8,0.336,8.7,10.0,17835
USW00023174,2023-08-28,74.2,0.072,5.9,2.3,27943
USW00023174,2023-08-29,72.5,0.18,8.9,9.6,8894
USW00023174,2023-08-30,81.6,0.012,4.6,8.9,13520
USW00023174,2023-08-31,77.6,0.012,36.6,7.3,36672
USW00094846,2023-06-01,78.8,0.156,5.3,9.1,25222
USW00094846,2023-06-02,82.6,0.108,7.8,10.0,22019
USW00094846,2023-06-03,92.7,0.12,9.2,4.7,-801
USW00094846,2023-06-04,76.7,0.024,8.4,5.8,32799
USW00094846,2023-06-05,72.3,0.036,24.9,7.6,18202
USW00094846,2023-06-06,88.5,0.036,2.7,3.9,12412
USW00094846,2023-06-07,106.7,0.012,3.8,6.7,30756
USW00094846,2023-06-08,73.8,0.24,6.0,3.0,2387
USW00094846,2023-06-09,89.3,0.06,4.6,6.5,20674
USW00094846,2023-06-10,91.1,0.12,12.3,6.2,30827
USW00094846,2023-06-11,64.4,0.084,13.1,6.3,19670
USW00094846,2023-06-12,88.2,0.48,2.1,10.0,39958
USW00094846,2023-06-13,74.5,0.0,6.3,6.6,4697
USW00094846,2023-06-14,91.0,0.012,8.4,7.4,12934
USW00094846,2023-06-15,88.1,0.072,11.9,6.9,22885
USW00094846,2023-06-16,76.6,0.024,29.5,9.8,5481
USW00094846,2023-06-17,73.3,0.036,2.2,8.0,15757
USW00094846,2023-06-18,91.8,0.156,10.6,5.6,18561
USW00094846,2023-06-19,54.2,0.22799999999999998,2.7,10.0,24100
USW00094846,2023-06-20,70.9,0.096,8.2,8.7,31391
USW00094846,2023-06-21,60.5,0.252,3.6,5.6,20732
USW00094846,2023-06-22,68.0,0.024,12.8,3.8,20836
USW00094846,2023-06-23,84.1,0.096,6.1,3.7,17331
USW00094846,2023-06-24,67.4,0.132,12.9,4.9,29212
USW00094846,2023-06-25,81.1,0.12,9.9,10.0,10001
USW00094846,2023-06-26,86.9,0.0,8.1,9.6,16659
USW00094846,2023-06-27,88.9,0.096,11.9,10.0,15679
USW00094846,2023-06-28,90.5,0.0,8.0,10.0,20874
USW00094846,2023-06-29,63.1,0.12,6.3,6.0,-2532
USW00094846,2023-06-30,81.2,0.18,3.9,8.8,17540
USW00094846,2023-07-01,85.8,0.624,12.0,8.5,25291
USW00094846,2023-07-02,86.5,0.072,15.0,10.0,17458
USW00094846,2023-07-03,75.0,0.108,17.4,4.8,3804
USW00094846,2023-07-04,78.4,0.132,5.0,9.6,9523
USW00094846,2023-07-05,75.1,0.132,3.3,6.8,13056
USW00094846,2023-07-06,83.0,0.012,15.5,7.1,23763
USW00094846,2023-07-07,85.2,0.012,6.4,8.1,24654
USW00094846,2023-07-08,66.4,0.192,6.7,9.0,19314
USW00094846,2023-07-09,91.7,0.156,20.7,7.5,21423
USW00094846,2023-07-10,78.3,0.012,4.4,9.1,22277
USW00094846,2023-07-11,77.5,0.12,12.0,7.5,14251
USW00094846,2023-07-12,72.6,0.024,16.5,7.7,10409
USW00094846,2023-07-13,84.9,0.06,2.9,8.5,30816
USW00094846,2023-07-14,91.6,0.036,10.3,9.0,21662
USW00094846,2023-07-15,86.7,0.528,14.5,10.0,4492
USW00094846,2023-07-16,92.1,0.20400000000000001,24.7,8.5,761
USW00094846,2023-07-17,72.6,0.168,7.7,3.5,30900
USW00094846,2023-07-18,89.6,0.42,1.3,2.6,27883
USW00094846,2023-07-19,60.2,0.168,4.9,5.1,7696
USW00094846,2023-07-20,73.8,0.06,4.9,6.0,27627
USW00094846,2023-07-21,79.1,0.276,25.9,7.8,-1608
USW00094846,2023-07-22,70.1,0.0,16.6,7.5,26202
USW00094846,2023-07-23,84.3,0.036,3.0,3.1,23898
USW00094846,2023-07-24,86.5,0.096,13.8,10.0,27185
USW00094846,2023-07-25,72.2,0.22799999999999998,4.7,5.4,11506
USW00094846,2023-07-26,88.0,0.036,6.6,7.0,40707
USW00094846,2023-07-27,86.6,0.024,6.4,10.0,15328
USW00094846,2023-07-28,69.3,0.012,10.8,8.2,9879
USW00094846,2023-07-29,89.1,0.06,2.0,8.8,1785
USW00094846,2023-07-30,65.7,0.012,10.6,10.0,11418
USW00094846,2023-07-31,79.4,0.108,4.1,10.0,24371
USW00094846,2023-08-01,89.9,0.144,4.9,7.5,15643
USW00094846,2023-08-02,73.8,0.012,18.0,9.2,14288
USW00094846,2023-08-03,73.7,0.45599999999999996,2.9,6.7,33366
USW00094846,2023-08-04,88.3,0.20400000000000001,23.1,10.0,26190
USW00094846,2023-08-05,97.9,0.036,9.6,10.0,19329
USW00094846,2023-08-06,85.4,0.036,5.3,7.4,-4505
USW00094846,2023-08-07,92.4,0.012,10.6,9.3,18029
USW00094846,2023-08-08,82.0,0.024,13.8,8.6,34014
USW00094846,2023-08-09,71.0,0.3,29.7,8.2,31299
USW00094846,2023-08-10,88.5,0.276,11.6,8.4,13284
USW00094846,2023-08-11,102.9,0.132,20.8,9.8,28040
USW00094846,2023-08-12,68.3,0.348,2.5,10.0,22080
USW00094846,2023-08-13,75.5,0.276,2.9,9.2,19787
USW00094846,2023-08-14,97.0,0.012,4.5,10.0,15108
USW00094846,2023-08-15,70.5,0.18,20.3,7.9,10000
USW00094846,2023-08-16,99.8,0.06,6.3,7.9,6061
USW00094846,2023-08-17,63.5,0.024,6.6,8.1,10065
USW00094846,2023-08-18,79.3,0.06,5.2,6.8,5965
USW00094846,2023-08-19,78.2,0.264,1.6,3.3,10520
USW00094846,2023-08-20,70.1,0.12,11.1,6.7,26494
USW00094846,2023-08-21,86.4,0.012,7.6,10.0,20745
USW00094846,2023-08-22,74.8,0.072,20.5,7.8,14510
USW00094846,2023-08-23,87.6,0.384,8.0,3.5,12558
USW00094846,2023-08-24,86.0,0.036,5.1,7.0,22509
USW00094846,2023-08-25,98.0,0.20400000000000001,11.8,5.8,8505
USW00094846,2023-08-26,95.4,0.252,6.5,10.0,8377
USW00094846,2023-08-27,80.0,0.072,18.5,7.1,27902
USW00094846,2023-08-28,75.1,0.108,14.6,10.0,29503
USW00094846,2023-08-29,82.8,0.312,18.9,10.0,41791
USW00094846,2023-08-30,70.3,0.156,5.1,10.0,16835
USW00094846,2023-08-31,72.8,0.192,6.1,10.0,37661
USW00003927,2023-06-01,70.3,0.096,10.9,1.6,18316
USW00003927,2023-06-02,85.5,0.084,9.2,10.0,9293
USW00003927,2023-06-03,79.7,0.024,7.7,10.0,9032
USW00003927,2023-06-04,85.4,0.36,3.7,10.0,8146
USW00003927,2023-06-05,91.6,0.288,0.6,10.0,16669
USW00003927,2023-06-06,80.9,0.036,4.8,4.0,10066
USW00003927,2023-06-07,66.7,0.024,7.5,10.0,36138
USW00003927,2023-06-08,78.7,0.096,9.6,5.7,26649
USW00003927,2023-06-09,87.8,0.18,3.3,7.5,-262
USW00003927,2023-06-10,84.6,0.20400000000000001,18.5,10.0,16683
USW00003927,2023-06-11,92.0,0.108,7.5,7.5,31495
USW00003927,2023-06-12,78.7,0.108,7.1,5.1,4053
USW00003927,2023-06-13,83.8,0.132,15.5,10.0,30077
USW00003927,2023-06-14,81.8,0.216,7.9,9.2,15267
USW00003927,2023-06-15,79.5,0.036,10.4,10.0,19732
USW00003927,2023-06-16,90.7,0.252,9.8,1.7,13764
USW00003927,2023-06-17,112.3,0.048,4.9,4.8,19417
USW00003927,2023-06-18,77.9,0.072,1.5,10.0,27205
USW00003927,2023-06-19,69.4,0.288,13.6,5.4,6763
USW00003927,2023-06-20,86.9,0.168,10.1,5.3,42350
USW00003927,2023-06-21,74.4,0.036,2.8,8.3,11579
USW00003927,2023-06-22,94.0,0.312,2.7,10.0,5562
USW00003927,2023-06-23,70.1,0.096,5.6,3.1,-1215
USW00003927,2023-06-24,79.9,0.06,6.3,6.9,15936
USW00003927,2023-06-25,86.3,0.336,30.3,7.1,25869
USW00003927,2023-06-26,80.8,0.528,22.8,8.9,16896
USW00003927,2023-06-27,64.6,0.192,2.6,8.6,36941
USW00003927,2023-06-28,82.7,0.036,6.9,9.1,28265
USW00003927,2023-06-29,85.5,0.168,6.7,6.3,24474
USW00003927,2023-06-30,79.8,0.096,1.3,6.2,25858
USW00003927,2023-07-01,83.7,0.0,9.4,10.0,6973
USW00003927,2023-07-02,76.5,0.012,3.2,10.0,19879
USW00003927,2023-07-03,71.6,0.072,6.8,9.8,28885
USW00003927,2023-07-04,90.7,0.06,21.0,5.6,6746
USW00003927,2023-07-05,91.2,0.084,6.9,6.2,14531
USW00003927,2023-07-06,78.4,0.288,2.3,1.4,24013
USW00003927,2023-07-07,76.9,0.036,10.9,8.7,14408
USW00003927,2023-07-08,83.9,0.132,8.7,3.0,14403
USW00003927,2023-07-09,93.9,0.096,11.2,5.7,13348
USW00003927,2023-07-10,89.2,0.024,30.3,10.0,23989
USW00003927,2023-07-11,74.2,0.132,5.1,9.5,4473
USW00003927,2023-07-12,80.2,0.024,18.0,5.0,26050
USW00003927,2023-07-13,82.8,0.12,12.2,4.3,6814
USW00003927,2023-07-14,80.2,0.156,15.7,7.6,4347
USW00003927,2023-07-15,76.7,0.084,4.6,7.5,8778
USW00003927,2023-07-16,77.9,0.024,7.8,6.6,10216
USW00003927,2023-07-17,72.9,0.06,37.4,9.2,2790
USW00003927,2023-07-18,71.9,0.0,5.0,7.9,23689
USW00003927,2023-07-19,80.3,0.048,11.7,10.0,22638
USW00003927,2023-07-20,89.8,0.036,12.3,6.9,16440
USW00003927,2023-07-21,84.0,0.084,3.1,8.9,27615
USW00003927,2023-07-22,71.2,0.024,4.3,4.7,19224
USW00003927,2023-07-23,70.5,0.06,1.1,6.0,11004
USW00003927,2023-07-24,89.0,0.252,1.8,7.5,19394
USW00003927,2023-07-25,78.8,0.084,21.8,8.3,15987
USW00003927,2023-07-26,82.7,0.18,5.0,10.0,19344
USW00003927,2023-07-27,70.5,0.144,2.8,8.6,19891
USW00003927,2023-07-28,78.7,0.0,4.0,4.5,12018
USW00003927,2023-07-29,88.4,0.084,24.8,2.9,22392
USW00003927,2023-07-30,79.7,0.036,3.5,5.0,31184
USW00003927,2023-07-31,80.7,0.048,5.9,3.2,4855
USW00003927,2023-08-01,74.1,0.012,17.2,7.6,17818
USW00003927,2023-08-02,84.2,0.084,12.3,6.6,32161
USW00003927,2023-08-03,88.8,0.024,11.5,7.1,25960
USW00003927,2023-08-04,80.0,0.036,3.6,9.3,9246
USW00003927,2023-08-05,82.5,0.132,14.6,10.0,19694
USW00003927,2023-08-06,72.1,0.084,9.5,5.9,23255
USW00003927,2023-08-07,84.2,0.072,6.4,5.3,15210
USW00003927,2023-08-08,71.2,0.036,14.9,8.5,24891
USW00003927,2023-08-09,80.3,0.108,17.1,2.7,22228
USW00003927,2023-08-10,84.7,0.024,12.7,7.2,10852
USW00003927,2023-08-11,87.2,0.096,33.6,8.2,16861
USW00003927,2023-08-12,77.4,0.036,18.5,6.8,-6883
USW00003927,2023-08-13,87.9,0.072,18.8,4.6,23545
USW00003927,2023-08-14,81.8,0.384,10.2,10.0,15429
USW00003927,2023-08-15,83.7,0.432,11.9,5.9,30547
USW00003927,2023-08-16,77.2,0.084,15.7,8.2,44872
USW00003927,2023-08-17,101.0,0.264,34.9,6.5,8980
USW00003927,2023-08-18,85.2,0.20400000000000001,10.2,5.5,10797
USW00003927,2023-08-19,64.8,0.192,10.7,6.5,28276
USW00003927,2023-08-20,72.7,0.108,23.5,8.8,27607
USW00003927,2023-08-21,78.1,0.06,2.8,5.9,31733
USW00003927,2023-08-22,94.6,0.372,9.1,9.4,18494
USW00003927,2023-08-23,71.7,0.156,2.1,8.8,-1259
USW00003927,2023-08-24,97.6,0.48,0.2,10.0,18441
USW00003927,2023-08-25,75.4,0.024,11.1,5.7,13149
USW00003927,2023-08-26,75.0,0.336,11.2,8.0,36987
USW00003927,2023-08-27,76.5,0.096,1.7,6.1,26679
USW00003927,2023-08-28,86.2,0.36,16.3,6.9,15563
USW00003927,2023-08-29,83.2,0.096,5.3,7.0,5582
USW00003927,2023-08-30,102.0,0.144,30.8,7.6,14530
USW00003927,2023-08-31,76.5,0.168,2.0,8.6,925
USW00023062,2023-06-01,79.9,0.22799999999999998,5.4,3.7,28940
USW00023062,2023-06-02,64.7,0.036,10.0,6.1,35922
USW00023062,2023-06-03,81.0,0.516,11.4,8.9,8614
USW00023062,2023-06-04,64.9,0.0,4.0,4.9,17972
USW00023062,2023-06-05,65.6,0.156,14.2,5.0,9726
USW00023062,2023-06-06,56.1,0.036,11.0,10.0,24640
USW00023062,2023-06-07,65.8,0.324,2.8,10.0,22178
USW00023062,2023-06-08,85.9,0.048,17.4,6.4,14837
USW00023062,2023-06-09,82.6,0.24,23.3,8.3,1968
USW00023062,2023-06-10,74.3,0.156,8.5,4.1,7045
USW00023062,2023-06-11,91.3,0.06,12.9,10.0,24475
USW00023062,2023-06-12,80.2,0.168,14.9,9.6,17822
USW00023062,2023-06-13,79.2,0.024,19.9,10.0,31845
USW00023062,2023-06-14,82.4,0.396,3.5,10.0,16428
USW00023062,2023-06-15,84.1,0.3,6.4,9.2,6430
USW00023062,2023-06-16,78.2,0.06,6.9,2.5,12813
USW00023062,2023-06-17,64.9,0.036,14.6,7.3,20039
USW00023062,2023-06-18,81.3,0.048,22.4,9.3,17698
USW00023062,2023-06-19,96.5,0.096,11.9,4.9,25770
USW00023062,2023-06-20,96.1,0.06,10.0,4.7,18883
USW00023062,2023-06-21,89.2,0.06,9.9,10.0,14121
USW00023062,2023-06-22,84.6,0.024,3.3,8.3,21878
USW00023062,2023-06-23,76.8,0.012,9.7,4.5,33763
USW00023062,2023-06-24,94.5,0.24,3.4,4.5,10050
USW00023062,2023-06-25,73.6,0.324,8.1,8.0,29177
USW00023062,2023-06-26,81.2,0.036,9.4,10.0,11543
USW00023062,2023-06-27,81.0,0.048,1.5,6.8,12419
USW00023062,2023-06-28,98.4,0.036,9.1,10.0,26599
USW00023062,2023-06-29,68.3,0.06,7.8,8.1,39911
USW00023062,2023-06-30,86.3,0.072,16.4,9.3,22981
USW00023062,2023-07-01,72.4,0.084,18.8,10.0,27073
USW00023062,2023-07-02,96.3,0.12,1.1,8.3,14739
USW00023062,2023-07-03,80.0,0.108,18.3,8.7,20001
USW00023062,2023-07-04,79.9,0.036,24.0,7.1,25996
USW00023062,2023-07-05,74.8,0.048,16.0,8.3,10995
USW00023062,2023-07-06,86.5,0.096,2.9,9.5,25911
USW00023062,2023-07-07,70.1,0.084,4.8,6.9,26612
USW00023062,2023-07-08,86.7,0.036,12.2,7.4,13104
USW00023062,2023-07-09,61.9,0.168,6.9,7.3,35823
USW00023062,2023-07-10,81.4,0.072,21.4,5.9,31227
USW00023062,2023-07-11,76.9,0.132,15.0,7.2,4961
USW00023062,2023-07-12,85.4,0.22799999999999998,13.9,8.8,11097
USW00023062,2023-07-13,74.0,0.108,11.9,7.2,16269
USW00023062,2023-07-14,81.9,0.108,15.2,3.8,30404
USW00023062,2023-07-15,80.2,0.12,9.1,2.1,12659
USW00023062,2023-07-16,99.2,0.036,9.6,4.6,995
USW00023062,2023-07-17,79.0,0.348,5.1,6.7,29918
USW00023062,2023-07-18,81.6,0.072,22.8,2.0,18487
USW00023062,2023-07-19,59.6,0.096,14.6,10.0,32416
USW00023062,2023-07-20,74.8,0.0,11.8,8.0,13020
USW00023062,2023-07-21,90.1,0.6839999999999999,5.3,6.5,18698
USW00023062,2023-07-22,81.2,0.20400000000000001,7.0,8.6,8403
USW00023062,2023-07-23,89.1,0.084,7.1,5.2,18174
USW00023062,2023-07-24,82.9,0.06,3.9,10.0,31826
USW00023062,2023-07-25,95.5,0.048,19.1,8.1,30449
USW00023062,2023-07-26,67.2,0.012,18.8,4.9,7446
USW00023062,2023-07-27,80.0,0.06,24.5,3.2,26581
USW00023062,2023-07-28,78.4,0.048,10.3,8.8,11377
USW00023062,2023-07-29,73.5,0.096,10.5,8.2,22626
USW00023062,2023-07-30,91.8,0.036,16.9,8.2,18607
USW00023062,2023-07-31,72.8,0.036,12.1,6.8,12868
USW00023062,2023-08-01,83.2,0.12,10.8,9.7,17508
USW00023062,2023-08-02,82.3,0.156,11.1,10.0,-3007
